ID,Plate,Treatment,Line,Symbiosis,Well,Temp,Lacerate,Day_cat,Day,Pedal
H2-Ino-25-A4-1,5,H2-Sym-25,H2,Sym,C4,25C (ambient),1,3_day,3,492.38
H2-Ino-25-B1-1,5,H2-Sym-25,H2,Sym,C4,25C (ambient),1,7_day,7,470.82
H2-Ino-25-B1-1,5,H2-Sym-25,H2,Sym,C4,25C (ambient),1,14_day,14,
H2-Ino-25-B1-1,5,H2-Sym-25,H2,Sym,C4,25C (ambient),1,21_day,21,
H2-Ino-25-B1-1,6,H2-Sym-32,H2,Sym,A1,32C (heat stress),1,3_day,3,638.78
H2-Ino-25-B1-1,6,H2-Sym-32,H2,Sym,A1,32C (heat stress),1,7_day,7,521.73
H2-Ino-25-B1-1,6,H2-Sym-32,H2,Sym,A1,32C (heat stress),1,14_day,14,419.67
H2-Ino-25-B1-1,6,H2-Sym-32,H2,Sym,A1,32C (heat stress),1,21_day,21,402.45
H2-Ino-25-B1-1,6,H2-Sym-32,H2,Sym,A1,32C (heat stress),2,3_day,3,716.89
H2-Ino-25-B1-1,6,H2-Sym-32,H2,Sym,A1,32C (heat stress),2,7_day,7,609.5
H2-Ino-25-B2-1,6,H2-Sym-32,H2,Sym,A1,32C (heat stress),2,14_day,14,532.78
H2-Ino-25-B2-1,6,H2-Sym-32,H2,Sym,A1,32C (heat stress),2,21_day,21,512.82
H2-Ino-25-B2-1,6,H2-Sym-32,H2,Sym,A2,32C (heat stress),1,3_day,3,622.16
H2-Ino-25-B2-1,6,H2-Sym-32,H2,Sym,A2,32C (heat stress),1,7_day,7,836.46
H2-Ino-25-B2-1,6,H2-Sym-32,H2,Sym,A2,32C (heat stress),1,14_day,14,648.68
H2-Ino-25-B2-1,6,H2-Sym-32,H2,Sym,A2,32C (heat stress),1,21_day,21,579.13
H2-Ino-25-B2-1,6,H2-Sym-32,H2,Sym,A2,32C (heat stress),2,3_day,3,860.23
H2-Ino-25-B2-1,6,H2-Sym-32,H2,Sym,A2,32C (heat stress),2,7_day,7,619.12
H2-Ino-25-B2-1,6,H2-Sym-32,H2,Sym,A2,32C (heat stress),2,14_day,14,
H2-Ino-25-B3-1,6,H2-Sym-32,H2,Sym,A2,32C (heat stress),2,21_day,21,
H2-Ino-25-B3-1,6,H2-Sym-32,H2,Sym,A3,32C (heat stress),1,3_day,3,534.87
H2-Ino-25-B3-1,6,H2-Sym-32,H2,Sym,A3,32C (heat stress),1,7_day,7,762.09
H2-Ino-25-B3-1,6,H2-Sym-32,H2,Sym,A3,32C (heat stress),1,14_day,14,376.45
H2-Ino-25-B3-1,6,H2-Sym-32,H2,Sym,A3,32C (heat stress),1,21_day,21,358.57
H2-Ino-25-B3-1,6,H2-Sym-32,H2,Sym,A3,32C (heat stress),2,3_day,3,556.73
H2-Ino-25-B3-1,6,H2-Sym-32,H2,Sym,A3,32C (heat stress),2,7_day,7,
H2-Ino-25-B3-1,6,H2-Sym-32,H2,Sym,A3,32C (heat stress),2,14_day,14,
H2-Ino-25-B3-1,6,H2-Sym-32,H2,Sym,A3,32C (heat stress),2,21_day,21,
H2-Ino-25-B4-1,6,H2-Sym-32,H2,Sym,A4,32C (heat stress),1,3_day,3,661.34
H2-Ino-25-B4-1,6,H2-Sym-32,H2,Sym,A4,32C (heat stress),1,7_day,7,541.32
H2-Ino-25-B4-1,6,H2-Sym-32,H2,Sym,A4,32C (heat stress),1,14_day,14,331.91
H2-Ino-25-B4-1,6,H2-Sym-32,H2,Sym,A4,32C (heat stress),1,21_day,21,
H2-Ino-25-B4-1,6,H2-Sym-32,H2,Sym,A4,32C (heat stress),2,3_day,3,
H2-Ino-25-B4-1,6,H2-Sym-32,H2,Sym,A4,32C (heat stress),2,7_day,7,
H2-Ino-25-B4-1,6,H2-Sym-32,H2,Sym,A4,32C (heat stress),2,14_day,14,
H2-Ino-25-B4-1,6,H2-Sym-32,H2,Sym,A4,32C (heat stress),2,21_day,21,
H2-Ino-25-B4-1,6,H2-Sym-32,H2,Sym,B1,32C (heat stress),1,3_day,3,
H2-Ino-25-B4-2,6,H2-Sym-32,H2,Sym,B1,32C (heat stress),1,7_day,7,
H2-Ino-25-B4-2,6,H2-Sym-32,H2,Sym,B1,32C (heat stress),1,14_day,14,
H2-Ino-25-B4-2,6,H2-Sym-32,H2,Sym,B1,32C (heat stress),1,21_day,21,
H2-Ino-25-B4-2,6,H2-Sym-32,H2,Sym,B2,32C (heat stress),1,3_day,3,
H2-Ino-25-B4-2,6,H2-Sym-32,H2,Sym,B2,32C (heat stress),1,7_day,7,
H2-Ino-25-B4-2,6,H2-Sym-32,H2,Sym,B2,32C (heat stress),1,14_day,14,
H2-Ino-25-B4-2,6,H2-Sym-32,H2,Sym,B2,32C (heat stress),1,21_day,21,
H2-Ino-25-B4-2,6,H2-Sym-32,H2,Sym,B3,32C (heat stress),1,3_day,3,
H2-Ino-25-B4-2,6,H2-Sym-32,H2,Sym,B3,32C (heat stress),1,7_day,7,
H2-Ino-25-C1-1,6,H2-Sym-32,H2,Sym,B3,32C (heat stress),1,14_day,14,
H2-Ino-25-C1-1,6,H2-Sym-32,H2,Sym,B3,32C (heat stress),1,21_day,21,
H2-Ino-25-C1-1,6,H2-Sym-32,H2,Sym,B4,32C (heat stress),1,3_day,3,969.5
H2-Ino-25-C1-1,6,H2-Sym-32,H2,Sym,B4,32C (heat stress),1,7_day,7,939.48
H2-Ino-25-C1-1,6,H2-Sym-32,H2,Sym,B4,32C (heat stress),1,14_day,14,803.42
H2-Ino-25-C1-1,6,H2-Sym-32,H2,Sym,B4,32C (heat stress),1,21_day,21,763.66
H2-Ino-25-C1-1,6,H2-Sym-32,H2,Sym,C1,32C (heat stress),1,3_day,3,
H2-Ino-25-C1-1,6,H2-Sym-32,H2,Sym,C1,32C (heat stress),1,7_day,7,
H2-Ino-25-C1-1,6,H2-Sym-32,H2,Sym,C1,32C (heat stress),1,14_day,14,
H2-Ino-25-C2-1,6,H2-Sym-32,H2,Sym,C1,32C (heat stress),1,21_day,21,
H2-Ino-25-C2-1,6,H2-Sym-32,H2,Sym,C2,32C (heat stress),1,3_day,3,
H2-Ino-25-C2-1,6,H2-Sym-32,H2,Sym,C2,32C (heat stress),1,7_day,7,
H2-Ino-25-C2-1,6,H2-Sym-32,H2,Sym,C2,32C (heat stress),1,14_day,14,
H2-Ino-25-C2-1,6,H2-Sym-32,H2,Sym,C2,32C (heat stress),1,21_day,21,
H2-Ino-25-C2-1,6,H2-Sym-32,H2,Sym,C3,32C (heat stress),1,3_day,3,
H2-Ino-25-C2-1,6,H2-Sym-32,H2,Sym,C3,32C (heat stress),1,7_day,7,
H2-Ino-25-C2-1,6,H2-Sym-32,H2,Sym,C3,32C (heat stress),1,14_day,14,
H2-Ino-25-C2-1,6,H2-Sym-32,H2,Sym,C3,32C (heat stress),1,21_day,21,
H2-Ino-25-C3-1,6,H2-Sym-32,H2,Sym,C4,32C (heat stress),1,3_day,3,
H2-Ino-25-C3-1,6,H2-Sym-32,H2,Sym,C4,32C (heat stress),1,7_day,7,
H2-Ino-25-C3-1,6,H2-Sym-32,H2,Sym,C4,32C (heat stress),1,14_day,14,
H2-Ino-25-C3-1,6,H2-Sym-32,H2,Sym,C4,32C (heat stress),1,21_day,21,
