date,week,observer,parent_id,pedal_disc_diameter_mm,pedal_disc_area_mm2,image_id,FvFm,health_note,genotype,temp,parent_id,tub_id
2026-03-11,W5,Grady,P1_VWA_32_Tub2,4.665,,IMG_0027,0.597,healthy,VWA,32,P1_VWA_32_Tub2,VWA_32_Tub2
2026-03-11,W5,Grady,P2_VWA_32_Tub2,3.672,,IMG_0030,0.721,healthy,VWA,32,P2_VWA_32_Tub2,VWA_32_Tub2
2026-03-11,W5,Grady,P3_VWA_32_Tub2,4.62,,IMG_0029,0.775,healthy,VWA,32,P3_VWA_32_Tub2,VWA_32_Tub2
2026-03-11,W5,Grady,P1_VWA_32_Tub3,7.381,,IMG_0032,0.497,healthy,VWA,32,P1_VWA_32_Tub3,VWA_32_Tub3
2026-03-11,W5,Grady,P2_VWA_32_Tub3,6.016,,IMG_0033,0.601,healthy,VWA,32,P2_VWA_32_Tub3,VWA_32_Tub3
2026-03-11,W5,Grady,P3_VWA_32_Tub3,7.891,,IMG_0033,0.569,healthy,VWA,32,P3_VWA_32_Tub3,VWA_32_Tub3
2026-03-18,W6,Grady,P1_H2_25_Tub1,9.317,58.436,IMG_0001,0.623,healthy,H2,25,P1_H2_25_Tub1,H2_25_Tub1
2026-03-18,W6,Grady,P2_H2_25_Tub1,12.763,113.959,IMG_0002,0.562,healthy,H2,25,P2_H2_25_Tub1,H2_25_Tub1
2026-03-18,W6,Grady,P3_H2_25_Tub1,7.966,58.37,IMG_0003,0.732,healthy,H2,25,P3_H2_25_Tub1,H2_25_Tub1
2026-03-18,W6,Grady,P1_H2_25_Tub2,8.655,58.704,IMG_0004,0.645,healthy,H2,25,P1_H2_25_Tub2,H2_25_Tub2
2026-03-18,W6,Grady,P2_H2_25_Tub2,6.993,40.626,IMG_0005,0.811,healthy,H2,25,P2_H2_25_Tub2,H2_25_Tub2
2026-03-18,W6,Grady,P3_H2_25_Tub2,8.061,59.688,IMG_0006,0.845,healthy,H2,25,P3_H2_25_Tub2,H2_25_Tub2
2026-03-18,W6,Grady,P1_H2_25_Tub3,9.499,71.42,IMG_0007,0.716,healthy,H2,25,P1_H2_25_Tub3,H2_25_Tub3
2026-03-18,W6,Grady,P2_H2_25_Tub3,11.272,97.679,IMG_0007,0.776,healthy,H2,25,P2_H2_25_Tub3,H2_25_Tub3
2026-03-18,W6,Grady,P3_H2_25_Tub3,11.22,94.293,IMG_0008,0.71,healthy,H2,25,P3_H2_25_Tub3,H2_25_Tub3
2026-03-18,W6,Grady,P1_VWA_25_Tub1,7.247,N/A,IMG_0009,0.766,healthy,VWA,25,P1_VWA_25_Tub1,VWA_25_Tub1
2026-03-18,W6,Grady,P2_VWA_25_Tub1,6.82,27.664,IMG_0010,0.657,healthy,VWA,25,P2_VWA_25_Tub1,VWA_25_Tub1
2026-03-18,W6,Grady,P3_VWA_25_Tub1,8.226,67.359,IMG_0011,0.878,healthy,VWA,25,P3_VWA_25_Tub1,VWA_25_Tub1
2026-03-18,W6,Grady,P1_VWA_25_Tub2,8.433,58.167,IMG_0012,0.712,healthy,VWA,25,P1_VWA_25_Tub2,VWA_25_Tub2
2026-03-18,W6,Grady,P2_VWA_25_Tub2,8.951,56.551,IMG_0012,0.801,healthy,VWA,25,P2_VWA_25_Tub2,VWA_25_Tub2
2026-03-18,W6,Grady,P3_VWA_25_Tub2,7.564,54.532,IMG_0013,0.782,healthy,VWA,25,P3_VWA_25_Tub2,VWA_25_Tub2
2026-03-18,W6,Grady,P1_VWA_25_Tub3,8.73,75.988,IMG_0014,0.678,healthy,VWA,25,P1_VWA_25_Tub3,VWA_25_Tub3
2026-03-18,W6,Grady,P2_VWA_25_Tub3,6.149,N/A,IMG_0015,0.661,healthy,VWA,25,P2_VWA_25_Tub3,VWA_25_Tub3
2026-03-18,W6,Grady,P3_VWA_25_Tub3,6.137,31.93,IMG_0016,0.712,healthy,VWA,25,P3_VWA_25_Tub3,VWA_25_Tub3
2026-03-18,W6,Grady,P1_H2_32_Tub1,6.41,31.422,IMG_0017,0.598,healthy,H2,32,P1_H2_32_Tub1,H2_32_Tub1
2026-03-18,W6,Grady,P2_H2_32_Tub1,5.302,24.033,IMG_0018,0.543,healthy,H2,32,P2_H2_32_Tub1,H2_32_Tub1
2026-03-18,W6,Grady,P3_H2_32_Tub1,8.109,50.858,IMG_0019,0.76,healthy,H2,32,P3_H2_32_Tub1,H2_32_Tub1
2026-03-18,W6,Grady,P1_H2_32_Tub2,7.75,56.159,IMG_0020,0.801,healthy,H2,32,P1_H2_32_Tub2,H2_32_Tub2
2026-03-18,W6,Grady,P2_H2_32_Tub2,3.64,N/A,IMG_0021,0.744,healthy,H2,32,P2_H2_32_Tub2,H2_32_Tub2
2026-03-18,W6,Grady,P3_H2_32_Tub2,5.752,N/A,IMG_0023,0.712,healthy,H2,32,P3_H2_32_Tub2,H2_32_Tub2
2026-03-18,W6,Grady,P1_H2_32_Tub3,7.362,N/A,IMG_0024,0.602,healthy,H2,32,P1_H2_32_Tub3,H2_32_Tub3
2026-03-18,W6,Grady,P2_H2_32_Tub3,6.807,43.905,IMG_0025,0.818,healthy,H2,32,P2_H2_32_Tub3,H2_32_Tub3
2026-03-18,W6,Grady,P3_H2_32_Tub3,5.201,34.896,IMG_0026,0.764,healthy,H2,32,P3_H2_32_Tub3,H2_32_Tub3
2026-03-18,W6,Grady,P1_VWA_32_Tub1,3.008,24.162,IMG_0027,0.56,healthy,VWA,32,P1_VWA_32_Tub1,VWA_32_Tub1
2026-03-18,W6,Grady,P2_VWA_32_Tub1,8.187,N/A,IMG_0028,0.601,healthy,VWA,32,P2_VWA_32_Tub1,VWA_32_Tub1
2026-03-18,W6,Grady,P3_VWA_32_Tub1,9.081,N/A,IMG_0027,0.654,healthy,VWA,32,P3_VWA_32_Tub1,VWA_32_Tub1
2026-03-18,W6,Grady,P1_VWA_32_Tub2,7.045,N/A,IMG_0029,0.601,healthy,VWA,32,P1_VWA_32_Tub2,VWA_32_Tub2
2026-03-18,W6,Grady,P2_VWA_32_Tub2,4.158,N/A,IMG_0030,0.789,healthy,VWA,32,P2_VWA_32_Tub2,VWA_32_Tub2
2026-03-18,W6,Grady,P3_VWA_32_Tub2,5.458,21.486,IMG_0031,0.623,healthy,VWA,32,P3_VWA_32_Tub2,VWA_32_Tub2
2026-03-18,W6,Grady,P1_VWA_32_Tub3,6.131,31.145,IMG_0032,0.82,healthy,VWA,32,P1_VWA_32_Tub3,VWA_32_Tub3
2026-03-18,W6,Grady,P2_VWA_32_Tub3,5.857,N/A,IMG_0033,0.667,healthy,VWA,32,P2_VWA_32_Tub3,VWA_32_Tub3
2026-03-18,W6,Grady,P3_VWA_32_Tub3,6.514,35.533,IMG_0034,0.509,healthy,VWA,32,P3_VWA_32_Tub3,VWA_32_Tub3
2026-03-25,W7,Grady,P1_H2_25_Tub1,5.954,,IMG_0001,0.506,healthy,H2,25,P1_H2_25_Tub1,H2_25_Tub1
2026-03-25,W7,Grady,P2_H2_25_Tub1,10.651,,IMG_0002,0.603,healthy,H2,25,P2_H2_25_Tub1,H2_25_Tub1
2026-03-25,W7,Grady,P3_H2_25_Tub1,6.816,,IMG_0003,0.509,healthy,H2,25,P3_H2_25_Tub1,H2_25_Tub1
2026-03-25,W7,Grady,P1_H2_25_Tub2,5.887,,IMG_0004,0.701,healthy,H2,25,P1_H2_25_Tub2,H2_25_Tub2
2026-03-25,W7,Grady,P2_H2_25_Tub2,5.276,,IMG_0005,0.569,healthy,H2,25,P2_H2_25_Tub2,H2_25_Tub2
2026-03-25,W7,Grady,P3_H2_25_Tub2,8.225,,IMG_0006,0.659,healthy,H2,25,P3_H2_25_Tub2,H2_25_Tub2
2026-03-25,W7,Grady,P1_H2_25_Tub3,5.43,,IMG_0007,0.59,healthy,H2,25,P1_H2_25_Tub3,H2_25_Tub3
2026-03-25,W7,Grady,P2_H2_25_Tub3,6.752,,IMG_0007,0.717,healthy,H2,25,P2_H2_25_Tub3,H2_25_Tub3
2026-03-25,W7,Grady,P3_H2_25_Tub3,7.205,,IMG_0008,0.701,healthy,H2,25,P3_H2_25_Tub3,H2_25_Tub3
2026-03-25,W7,Grady,P1_VWA_25_Tub1,8.661,,IMG_0009,0.687,healthy,VWA,25,P1_VWA_25_Tub1,VWA_25_Tub1
2026-03-25,W7,Grady,P2_VWA_25_Tub1,7.305,,IMG_0010,0.654,healthy,VWA,25,P2_VWA_25_Tub1,VWA_25_Tub1
2026-03-25,W7,Grady,P3_VWA_25_Tub1,7.88,,IMG_0011,0.559,healthy,VWA,25,P3_VWA_25_Tub1,VWA_25_Tub1
2026-03-25,W7,Grady,P1_VWA_25_Tub2,9.414,,IMG_0012,0.613,healthy,VWA,25,P1_VWA_25_Tub2,VWA_25_Tub2
2026-03-25,W7,Grady,P2_VWA_25_Tub2,8.408,,IMG_0012,0.679,healthy,VWA,25,P2_VWA_25_Tub2,VWA_25_Tub2
2026-03-25,W7,Grady,P3_VWA_25_Tub2,7.526,,IMG_0013,0.719,healthy,VWA,25,P3_VWA_25_Tub2,VWA_25_Tub2
2026-03-25,W7,Grady,P1_VWA_25_Tub3,8.288,,IMG_0014,0.715,healthy,VWA,25,P1_VWA_25_Tub3,VWA_25_Tub3
2026-03-25,W7,Grady,P2_VWA_25_Tub3,6.956,,IMG_0015,0.639,healthy,VWA,25,P2_VWA_25_Tub3,VWA_25_Tub3
2026-03-25,W7,Grady,P3_VWA_25_Tub3,8.373,,IMG_0016,0.609,healthy,VWA,25,P3_VWA_25_Tub3,VWA_25_Tub3
2026-03-25,W7,Grady,P1_H2_32_Tub1,4.754,,IMG_0017,0.502,healthy,H2,32,P1_H2_32_Tub1,H2_32_Tub1
2026-03-25,W7,Grady,P2_H2_32_Tub1,7.939,,IMG_0018,0.498,healthy,H2,32,P2_H2_32_Tub1,H2_32_Tub1
2026-03-25,W7,Grady,P3_H2_32_Tub1,8.852,,IMG_0019,0.419,healthy,H2,32,P3_H2_32_Tub1,H2_32_Tub1
2026-03-25,W7,Grady,P1_H2_32_Tub2,8.488,,IMG_0020,0.545,healthy,H2,32,P1_H2_32_Tub2,H2_32_Tub2
2026-03-25,W7,Grady,P2_H2_32_Tub2,6.95,,IMG_0021,0.671,healthy,H2,32,P2_H2_32_Tub2,H2_32_Tub2
2026-03-25,W7,Grady,P3_H2_32_Tub2,8.201,,IMG_0022,0.561,healthy,H2,32,P3_H2_32_Tub2,H2_32_Tub2
2026-03-25,W7,Grady,P1_H2_32_Tub3,9.154,,IMG_0023,0.599,healthy,H2,32,P1_H2_32_Tub3,H2_32_Tub3
2026-03-25,W7,Grady,P2_H2_32_Tub3,8.127,,IMG_0023,0.584,healthy,H2,32,P2_H2_32_Tub3,H2_32_Tub3
2026-03-25,W7,Grady,P3_H2_32_Tub3,8.444,,IMG_0024,0.639,healthy,H2,32,P3_H2_32_Tub3,H2_32_Tub3
2026-03-25,W7,Grady,P1_VWA_32_Tub1,3.055,,IMG_0026,0.621,healthy,VWA,32,P1_VWA_32_Tub1,VWA_32_Tub1
2026-03-25,W7,Grady,P2_VWA_32_Tub1,9.11,,IMG_0025,0.692,healthy,VWA,32,P2_VWA_32_Tub1,VWA_32_Tub1
2026-03-25,W7,Grady,P3_VWA_32_Tub1,8.796,,IMG_0026,0.674,healthy,VWA,32,P3_VWA_32_Tub1,VWA_32_Tub1
2026-03-25,W7,Grady,P1_VWA_32_Tub2,5.693,,IMG_0027,0.493,healthy,VWA,32,P1_VWA_32_Tub2,VWA_32_Tub2
2026-03-25,W7,Grady,P2_VWA_32_Tub2,3.741,,IMG_0028,0.679,healthy,VWA,32,P2_VWA_32_Tub2,VWA_32_Tub2
2026-03-25,W7,Grady,P3_VWA_32_Tub2,3.126,,IMG_0029,0.68,healthy,VWA,32,P3_VWA_32_Tub2,VWA_32_Tub2
2026-03-25,W7,Grady,P1_VWA_32_Tub3,7.325,,IMG_0030,0.713,healthy,VWA,32,P1_VWA_32_Tub3,VWA_32_Tub3
2026-03-25,W7,Grady,P2_VWA_32_Tub3,5.154,,IMG_0031,0.629,healthy,VWA,32,P2_VWA_32_Tub3,VWA_32_Tub3
2026-03-25,W7,Grady,P3_VWA_32_Tub3,4.023,,IMG_0032,0.562,healthy,VWA,32,P3_VWA_32_Tub3,VWA_32_Tub3
2026-04-01,W8,Grady,P1_H2_25_Tub1,8.577,58.844,IMG_0001,0.564,healthy,H2,25,P1_H2_25_Tub1,H2_25_Tub1
2026-04-01,W8,Grady,P2_H2_25_Tub1,10.442,76.19,IMG_0002,0.64,healthy,H2,25,P2_H2_25_Tub1,H2_25_Tub1
2026-04-01,W8,Grady,P3_H2_25_Tub1,7.852,44.682,IMG_0003,0.719,healthy,H2,25,P3_H2_25_Tub1,H2_25_Tub1
2026-04-01,W8,Grady,P1_H2_25_Tub2,9.639,115.239,IMG_0004,0.697,healthy,H2,25,P1_H2_25_Tub2,H2_25_Tub2
2026-04-01,W8,Grady,P2_H2_25_Tub2,5.35,74.791,IMG_0005,0.654,healthy,H2,25,P2_H2_25_Tub2,H2_25_Tub2
2026-04-01,W8,Grady,P3_H2_25_Tub2,4.559,94.369,IMG_0006,0.791,stressed,H2,25,P3_H2_25_Tub2,H2_25_Tub2
2026-04-01,W8,Grady,P1_H2_25_Tub3,9.78,72.041,IMG_0007,0.766,healthy,H2,25,P1_H2_25_Tub3,H2_25_Tub3
2026-04-01,W8,Grady,P2_H2_25_Tub3,9.046,56.467,IMG_0007,0.682,healthy,H2,25,P2_H2_25_Tub3,H2_25_Tub3
2026-04-01,W8,Grady,P3_H2_25_Tub3,11.442,86.79,IMG_0008,0.765,healthy,H2,25,P3_H2_25_Tub3,H2_25_Tub3
2026-04-01,W8,Grady,P1_VWA_25_Tub1,8.53,N/A,IMG_0009,0.711,healthy,VWA,25,P1_VWA_25_Tub1,VWA_25_Tub1
2026-04-01,W8,Grady,P2_VWA_25_Tub1,8.1,59.09,IMG_0010,0.832,healthy,VWA,25,P2_VWA_25_Tub1,VWA_25_Tub1
2026-04-01,W8,Grady,P3_VWA_25_Tub1,5.764,59.029,IMG_0010,0.706,healthy,VWA,25,P3_VWA_25_Tub1,VWA_25_Tub1
2026-04-01,W8,Grady,P1_VWA_25_Tub2,9.265,64.75,IMG_0011,0.789,healthy,VWA,25,P1_VWA_25_Tub2,VWA_25_Tub2
2026-04-01,W8,Grady,P2_VWA_25_Tub2,7.295,31.832,IMG_0011,0.567,healthy,VWA,25,P2_VWA_25_Tub2,VWA_25_Tub2
2026-04-01,W8,Grady,P3_VWA_25_Tub2,9.602,66.236,IMG_0012,0.678,healthy,VWA,25,P3_VWA_25_Tub2,VWA_25_Tub2
2026-04-01,W8,Grady,P1_VWA_25_Tub3,10,70.42,IMG_0013,0.762,healthy,VWA,25,P1_VWA_25_Tub3,VWA_25_Tub3
2026-04-01,W8,Grady,P2_VWA_25_Tub3,6.326,31.415,IMG_0014,0.765,healthy,VWA,25,P2_VWA_25_Tub3,VWA_25_Tub3
2026-04-01,W8,Grady,P3_VWA_25_Tub3,7.198,N/A,IMG_0015,0.709,healthy,VWA,25,P3_VWA_25_Tub3,VWA_25_Tub3
2026-04-01,W8,Grady,P1_H2_32_Tub1,9.177,134.257,IMG_0016,0.728,healthy,H2,32,P1_H2_32_Tub1,H2_32_Tub1
2026-04-01,W8,Grady,P2_H2_32_Tub1,8.064,115.977,IMG_0017,0.693,healthy,H2,32,P2_H2_32_Tub1,H2_32_Tub1
2026-04-01,W8,Grady,P3_H2_32_Tub1,8.833,122.435,IMG_0018,0.543,healthy,H2,32,P3_H2_32_Tub1,H2_32_Tub1
2026-04-01,W8,Grady,P1_H2_32_Tub2,10.161,N/A,IMG_0020,0.671,healthy,H2,32,P1_H2_32_Tub2,H2_32_Tub2
2026-04-01,W8,Grady,P2_H2_32_Tub2,6.842,23.728,IMG_0019,0.697,healthy,H2,32,P2_H2_32_Tub2,H2_32_Tub2
2026-04-01,W8,Grady,P3_H2_32_Tub2,6.463,N/A,IMG_0021,0.684,healthy,H2,32,P3_H2_32_Tub2,H2_32_Tub2
2026-04-01,W8,Grady,P1_H2_32_Tub3,7.208,36.439,IMG_0022,0.665,healthy,H2,32,P1_H2_32_Tub3,H2_32_Tub3
2026-04-01,W8,Grady,P2_H2_32_Tub3,8.351,56.658,IMG_0023,0.675,healthy,H2,32,P2_H2_32_Tub3,H2_32_Tub3
2026-04-01,W8,Grady,P3_H2_32_Tub3,6.262,25.195,IMG_0024,0.613,healthy,H2,32,P3_H2_32_Tub3,H2_32_Tub3
2026-04-01,W8,Grady,P1_VWA_32_Tub1,4.758,N/A,IMG_0026,0.606,healthy,VWA,32,P1_VWA_32_Tub1,VWA_32_Tub1
2026-04-01,W8,Grady,P2_VWA_32_Tub1,7.483,91.854,IMG_0025,0.644,healthy,VWA,32,P2_VWA_32_Tub1,VWA_32_Tub1
2026-04-01,W8,Grady,P3_VWA_32_Tub1,7.953,N/A,IMG_0026,0.761,healthy,VWA,32,P3_VWA_32_Tub1,VWA_32_Tub1
2026-04-01,W8,Grady,P1_VWA_32_Tub2,6.626,26.12,IMG_0027,0.589,healthy,VWA,32,P1_VWA_32_Tub2,VWA_32_Tub2
2026-04-01,W8,Grady,P2_VWA_32_Tub2,4.28,N/A,IMG_0027,0.705,healthy,VWA,32,P2_VWA_32_Tub2,VWA_32_Tub2
2026-04-01,W8,Grady,P3_VWA_32_Tub2,5.485,21.406,IMG_0028,0.588,healthy,VWA,32,P3_VWA_32_Tub2,VWA_32_Tub2
2026-04-01,W8,Grady,P1_VWA_32_Tub3,8.312,49.208,IMG_0029,0.637,healthy,VWA,32,P1_VWA_32_Tub3,VWA_32_Tub3
2026-04-01,W8,Grady,P2_VWA_32_Tub3,6.223,26.121,IMG_0030,0.676,healthy,VWA,32,P2_VWA_32_Tub3,VWA_32_Tub3
2026-04-01,W8,Grady,P3_VWA_32_Tub3,5.705,18.42,IMG_0032,0.501,healthy,VWA,32,P3_VWA_32_Tub3,VWA_32_Tub3
2026-04-08,W9,Grady,P1_H2_25_Tub1,9.538,, IMG_0218,0.702,healthy,H2,25,P1_H2_25_Tub1,H2_25_Tub1
2026-04-08,W9,Grady,P2_H2_25_Tub1,11.763,, IMG_0219,0.598,healthy,H2,25,P2_H2_25_Tub1,H2_25_Tub1
2026-04-08,W9,Grady,P3_H2_25_Tub1,9.448,, IMG_0220,0.726,healthy,H2,25,P3_H2_25_Tub1,H2_25_Tub1
2026-04-08,W9,Grady,P1_H2_25_Tub2,8.559,, IMG_0221,0.694,healthy,H2,25,P1_H2_25_Tub2,H2_25_Tub2
2026-04-08,W9,Grady,P2_H2_25_Tub2,7.067,, IMG_0222,0.791,healthy,H2,25,P2_H2_25_Tub2,H2_25_Tub2
2026-04-08,W9,Grady,P3_H2_25_Tub2,8.803,, IMG_0223,0.848,healthy,H2,25,P3_H2_25_Tub2,H2_25_Tub2
2026-04-08,W9,Grady,P1_H2_25_Tub3,8.87,, IMG_0224,0.56,healthy,H2,25,P1_H2_25_Tub3,H2_25_Tub3
2026-04-08,W9,Grady,P2_H2_25_Tub3,7.936,42.753, IMG_0224,0.578,healthy,H2,25,P2_H2_25_Tub3,H2_25_Tub3
2026-04-08,W9,Grady,P3_H2_25_Tub3,5.802,22.864, IMG_0225,0.856,healthy,H2,25,P3_H2_25_Tub3,H2_25_Tub3
2026-04-08,W9,Grady,P1_VWA_25_Tub1,5.923,, IMG_0226,0.926,healthy,VWA,25,P1_VWA_25_Tub1,VWA_25_Tub1
2026-04-08,W9,Grady,P2_VWA_25_Tub1,8.905,, IMG_0227,0.589,healthy,VWA,25,P2_VWA_25_Tub1,VWA_25_Tub1
2026-04-08,W9,Grady,P3_VWA_25_Tub1,7.401,, IMG_0228,0.457,healthy,VWA,25,P3_VWA_25_Tub1,VWA_25_Tub1
2026-04-08,W9,Grady,P1_VWA_25_Tub2,7.434,right, IMG_0229,0.867,healthy,VWA,25,P1_VWA_25_Tub2,VWA_25_Tub2
2026-04-08,W9,Grady,P2_VWA_25_Tub2,7.151,, IMG_0229,0.754,healthy,VWA,25,P2_VWA_25_Tub2,VWA_25_Tub2
2026-04-08,W9,Grady,P3_VWA_25_Tub2,9.436,, IMG_0230,0.785,healthy,VWA,25,P3_VWA_25_Tub2,VWA_25_Tub2
2026-04-08,W9,Grady,P1_VWA_25_Tub3,8.681,, IMG_0231,0.766,healthy,VWA,25,P1_VWA_25_Tub3,VWA_25_Tub3
2026-04-08,W9,Grady,P2_VWA_25_Tub3,8.565,bottom, IMG_0232,0.856,healthy,VWA,25,P2_VWA_25_Tub3,VWA_25_Tub3
2026-04-08,W9,Grady,P3_VWA_25_Tub3,6.006,, IMG_0232,0.567,healthy,VWA,25,P3_VWA_25_Tub3,VWA_25_Tub3
2026-04-08,W9,Grady,P1_H2_32_Tub1,7.525,, IMG_0233,0.846,healthy,H2,32,P1_H2_32_Tub1,H2_32_Tub1
2026-04-08,W9,Grady,P2_H2_32_Tub1,7.797,Poster?, IMG_0234,0.856,healthy,H2,32,P2_H2_32_Tub1,H2_32_Tub1
2026-04-08,W9,Grady,P3_H2_32_Tub1,8.239,, IMG_0235,0.757,healthy,H2,32,P3_H2_32_Tub1,H2_32_Tub1
2026-04-08,W9,Grady,P1_H2_32_Tub2,8.587,, IMG_0237,0.568,healthy,H2,32,P1_H2_32_Tub2,H2_32_Tub2
2026-04-08,W9,Grady,P2_H2_32_Tub2,6.252,, IMG_0236,0.623,healthy,H2,32,P2_H2_32_Tub2,H2_32_Tub2
2026-04-08,W9,Grady,P3_H2_32_Tub2,7.057,, IMG_0238,0.701,healthy,H2,32,P3_H2_32_Tub2,H2_32_Tub2
2026-04-08,W9,Grady,P1_H2_32_Tub3,5.79,, IMG_0239,0.684,healthy,H2,32,P1_H2_32_Tub3,H2_32_Tub3
2026-04-08,W9,Grady,P2_H2_32_Tub3,6.535,Poster, IMG_0240,0.529,healthy,H2,32,P2_H2_32_Tub3,H2_32_Tub3
2026-04-08,W9,Grady,P3_H2_32_Tub3,7.683,, IMG_0241,0.583,healthy,H2,32,P3_H2_32_Tub3,H2_32_Tub3
2026-04-08,W9,Grady,P1_VWA_32_Tub1,8.647,left, IMG_0242,0.713,healthy,VWA,32,P1_VWA_32_Tub1,VWA_32_Tub1
2026-04-08,W9,Grady,P2_VWA_32_Tub1,4.279,, IMG_0243,0.557,healthy,VWA,32,P2_VWA_32_Tub1,VWA_32_Tub1
2026-04-08,W9,Grady,P3_VWA_32_Tub1,4.225,, IMG_0242,0.692,healthy,VWA,32,P3_VWA_32_Tub1,VWA_32_Tub1
2026-04-08,W9,Grady,P1_VWA_32_Tub2,6.431,left, IMG_0244,0.574,healthy,VWA,32,P1_VWA_32_Tub2,VWA_32_Tub2
2026-04-08,W9,Grady,P2_VWA_32_Tub2,3.322,, IMG_0244,0.511,healthy,VWA,32,P2_VWA_32_Tub2,VWA_32_Tub2
2026-04-08,W9,Grady,P3_VWA_32_Tub2,5.905,, IMG_0245,0.629,healthy,VWA,32,P3_VWA_32_Tub2,VWA_32_Tub2
2026-04-08,W9,Grady,P1_VWA_32_Tub3,7.474,Poster, IMG_0246,0.598,healthy,VWA,32,P1_VWA_32_Tub3,VWA_32_Tub3
2026-04-08,W9,Grady,P2_VWA_32_Tub3,3.183,, IMG_0247,0.613,healthy,VWA,32,P2_VWA_32_Tub3,VWA_32_Tub3
2026-04-08,W9,Grady,P3_VWA_32_Tub3,3.53,, IMG_0248,0.708,healthy,VWA,32,P3_VWA_32_Tub3,VWA_32_Tub3
2026-04-15,W10,Grady,P1_H2_25_Tub1,7.573,44.992,IMG_0001,0.751,healthy,H2,25,P1_H2_25_Tub1,H2_25_Tub1
2026-04-15,W10,Grady,P2_H2_25_Tub1,10.603,90.276,IMG_0002,0.712,healthy,H2,25,P2_H2_25_Tub1,H2_25_Tub1
2026-04-15,W10,Grady,P3_H2_25_Tub1,8.807,60.854,IMG_0003,0.678,healthy,H2,25,P3_H2_25_Tub1,H2_25_Tub1
2026-04-15,W10,Grady,P1_H2_25_Tub2,8.66,59.393,IMG_0004,0.734,healthy,H2,25,P1_H2_25_Tub2,H2_25_Tub2
2026-04-15,W10,Grady,P2_H2_25_Tub2,7.589,N/A,IMG_0005,0.721,healthy,H2,25,P2_H2_25_Tub2,H2_25_Tub2
2026-04-15,W10,Grady,P3_H2_25_Tub2,10.39,85.345,IMG_0006,0.668,healthy,H2,25,P3_H2_25_Tub2,H2_25_Tub2
2026-04-15,W10,Grady,P1_H2_25_Tub3,9.796,73.898,IMG_0007,0.754,healthy,H2,25,P1_H2_25_Tub3,H2_25_Tub3
2026-04-15,W10,Grady,P2_H2_25_Tub3,7.435,29.174,IMG_0008,0.519,healthy,H2,25,P2_H2_25_Tub3,H2_25_Tub3
2026-04-15,W10,Grady,P3_H2_25_Tub3,9.483,49.212,IMG_0009,0.613,healthy,H2,25,P3_H2_25_Tub3,H2_25_Tub3
2026-04-15,W10,Grady,P1_VWA_25_Tub1,9.507,N/A,IMG_0010,0.702,healthy,VWA,25,P1_VWA_25_Tub1,VWA_25_Tub1
2026-04-15,W10,Grady,P2_VWA_25_Tub1,7.819,34.899,IMG_0011,0.681,healthy,VWA,25,P2_VWA_25_Tub1,VWA_25_Tub1
2026-04-15,W10,Grady,P3_VWA_25_Tub1,7.353,50.871,IMG_0012,0.719,healthy,VWA,25,P3_VWA_25_Tub1,VWA_25_Tub1
2026-04-15,W10,Grady,P1_VWA_25_Tub2,6.799,36.08,IMG_0013,0.702,healthy,VWA,25,P1_VWA_25_Tub2,VWA_25_Tub2
2026-04-15,W10,Grady,P2_VWA_25_Tub2,8.35,47.875,IMG_0014,0.791,healthy,VWA,25,P2_VWA_25_Tub2,VWA_25_Tub2
2026-04-15,W10,Grady,P3_VWA_25_Tub2,9.385,61.971,IMG_0015,0.683,healthy,VWA,25,P3_VWA_25_Tub2,VWA_25_Tub2
2026-04-15,W10,Grady,P1_VWA_25_Tub3,8.7,59.179,IMG_0016,0.712,healthy,VWA,25,P1_VWA_25_Tub3,VWA_25_Tub3
2026-04-15,W10,Grady,P2_VWA_25_Tub3,9.064,44.612,IMG_0017,0.694,healthy,VWA,25,P2_VWA_25_Tub3,VWA_25_Tub3
2026-04-15,W10,Grady,P3_VWA_25_Tub3,9.671,67.634,IMG_0017,0.852,healthy,VWA,25,P3_VWA_25_Tub3,VWA_25_Tub3
2026-04-15,W10,Grady,P1_H2_32_Tub1,6.988,38.69,IMG_0018,0.701,healthy,H2,32,P1_H2_32_Tub1,H2_32_Tub1
2026-04-15,W10,Grady,P2_H2_32_Tub1,4.932,20.424,IMG_0019,0.549,healthy,H2,32,P2_H2_32_Tub1,H2_32_Tub1
2026-04-15,W10,Grady,P3_H2_32_Tub1,7.026,33.142,IMG_0020,0.724,healthy,H2,32,P3_H2_32_Tub1,H2_32_Tub1
2026-04-15,W10,Grady,P1_H2_32_Tub2,5.401,N/A,IMG_0021,0.635,healthy,H2,32,P1_H2_32_Tub2,H2_32_Tub2
2026-04-15,W10,Grady,P2_H2_32_Tub2,6.689,30.465,IMG_0022,0.632,healthy,H2,32,P2_H2_32_Tub2,H2_32_Tub2
2026-04-15,W10,Grady,P3_H2_32_Tub2,5.343,N/A,IMG_0023,0.581,healthy,H2,32,P3_H2_32_Tub2,H2_32_Tub2
2026-04-15,W10,Grady,P1_H2_32_Tub3,23.888,5.78,IMG_0024,0.542,healthy,H2,32,P1_H2_32_Tub3,H2_32_Tub3
2026-04-15,W10,Grady,P2_H2_32_Tub3,16.907,4.301,IMG_0024,0.693,healthy,H2,32,P2_H2_32_Tub3,H2_32_Tub3
