Tube #,ID,Plate ,Treatment,Line,Symbiosis,Well,Temp,Pedal Replicate Lacerate #,Day0,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day17,Day20,Day21
,H2-APO-2_B4,H2-APO-2,H2-APO-32C,H2,Apo,B4,32C (heat stress),1,0,0,3,6,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-2_A1,H2-APO-2,H2-APO-32C,H2,Apo,A1,32C (heat stress),1,0,0,1,6,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-2_A4.1,H2-APO-2,H2-APO-32C,H2,Apo,A4,32C (heat stress),1,0,0,7,8,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-2_A4.2,H2-APO-2,H2-APO-32C,H2,Apo,A4,32C (heat stress),2,0,0,5,8,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-2_B3,H2-APO-2,H2-APO-32C,H2,Apo,B3,32C (heat stress),1,0,2,6,8,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-2_C2,H2-APO-2,H2-APO-32C,H2,Apo,C2,32C (heat stress),1,0,1,3,5,6,6,6,6,6,6,6,6,6,8,8
,H2-APO-4_A4.1,H2-APO-4,H2-APO-32C,H2,Apo,A4,32C (heat stress),1,0,0,0,6,6,7,7,7,7,7,7,7,7,7,7
,H2-APO-4_A1,H2-APO-4,H2-APO-32C,H2,Apo,A1,32C (heat stress),1,0,0,1,0,5,5,5,8,8,8,8,8,8,8,8
,H2-APO-4_B1,H2-APO-4,H2-APO-32C,H2,Apo,B1,32C (heat stress),1,0,0,3,6,6,8,8,8,8,8,8,8,8,8,8
,H2-APO-4_C2,H2-APO-4,H2-APO-32C,H2,Apo,C2,32C (heat stress),1,0,0,5,7,7,8,8,8,8,8,8,8,8,8,8
,H2-APO-4_A2,H2-APO-4,H2-APO-32C,H2,Apo,A2,32C (heat stress),1,0,0,3,8,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-4_A3,H2-APO-4,H2-APO-32C,H2,Apo,A3,32C (heat stress),1,0,0,4,8,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-4_A4.2,H2-APO-4,H2-APO-32C,H2,Apo,A4,32C (heat stress),2,0,0,0,7,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-4_B3,H2-APO-4,H2-APO-32C,H2,Apo,B3,32C (heat stress),1,0,0,5,8,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-4_B4,H2-APO-4,H2-APO-32C,H2,Apo,B4,32C (heat stress),1,0,0,7,8,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-4_C3,H2-APO-4,H2-APO-32C,H2,Apo,C3,32C (heat stress),1,0,1,6,8,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-4_C4,H2-APO-4,H2-APO-32C,H2,Apo,C4,32C (heat stress),1,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8
,H2-APO-4_B2,H2-APO-4,H2-APO-32C,H2,Apo,B2,32C (heat stress),1,0,0,4,7,7,7,7,7,7,7,7,7,8,8,8
,H2-APO-4_C1,H2-APO-4,H2-APO-32C,H2,Apo,C1,32C (heat stress),1,0,0,3,4,6,8,8,9,9,9,9,9,9,9,9
,H2-Sym-2_B2,H2-Sym-2,H2-SYM-32C,H2,Sym,B2,32C (heat stress),1,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8
,H2-Sym-2_C1,H2-Sym-2,H2-SYM-32C,H2,Sym,C1,32C (heat stress),1,0,0,4,5,8,8,8,8,8,8,8,8,8,8,8
,"H2-Sym-2_C2,1",H2-Sym-2,H2-SYM-32C,H2,Sym,C2,32C (heat stress),1,0,0,4,5,8,8,8,8,8,8,8,8,8,8,10
,"H2-Sym-2_C2,2",H2-Sym-2,H2-SYM-32C,H2,Sym,C2,32C (heat stress),2,0,0,5,6,14,14,14,14,14,14,14,14,14,14,15
,H2-Sym-2_A1,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),1,0,0,2,4,6,f,f,f,f,f,f,f,f,f,f
,H2-Sym-2_A2,H2-Sym-2,H2-SYM-32C,H2,Sym,A2,32C (heat stress),1,0,0,5,9,12,f,f,f,f,f,f,f,f,f,f
,H2-Sym-2_A3,H2-Sym-2,H2-SYM-32C,H2,Sym,A3,32C (heat stress),1,0,3,6,12,13,f,f,f,f,f,f,f,f,f,f
,H2-Sym-2_B3,H2-Sym-2,H2-SYM-32C,H2,Sym,B3,32C (heat stress),1,0,0,0,0,7,7,9,11,11,11,11,11,f,f,f
,H2-Sym-2_B1,H2-Sym-2,H2-SYM-32C,H2,Sym,B1,32C (heat stress),1,0,0,5,6,8,8,10,10,10,10,10,10,f,f,f
,H2-Sym-2_A4,H2-Sym-2,H2-SYM-32C,H2,Sym,A4,32C (heat stress),1,0,0,0,0,0,0,0,6,6,8,8,8,f,f,f
,H2-Sym-2_B4.1,H2-Sym-2,H2-SYM-32C,H2,Sym,B4,32C (heat stress),1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,H2-Sym-2_C3,H2-Sym-2,H2-SYM-32C,H2,Sym,C3,32C (heat stress),1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,H2-Sym-2_C4,H2-Sym-2,H2-SYM-32C,H2,Sym,C4,32C (heat stress),1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,H2-Sym-2_B4.2,H2-Sym-2,H2-SYM-32C,H2,Sym,B4,32C (heat stress),2,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,H2-Sym-4_B4,H2-Sym-4,H2-SYM-32C,H2,Sym,B4,32C (heat stress),1,0,0,2,4,8,8,8,8,8,8,8,8,8,8,8
,H2-Sym-4_C1,H2-Sym-4,H2-SYM-32C,H2,Sym,C1,32C (heat stress),1,0,0,0,1,6,6,8,8,8,10,10,10,10,11,11
,H2-Sym-4_A1,H2-Sym-4,H2-SYM-32C,H2,Sym,A1,32C (heat stress),1,0,0,0,0,3,f,f,f,f,f,f,f,f,f,f
,H2-Sym-4_A2,H2-Sym-4,H2-SYM-32C,H2,Sym,A2,32C (heat stress),1,0,0,0,2,8,f,f,f,f,f,f,f,f,f,f
,H2-Sym-4_A3,H2-Sym-4,H2-SYM-32C,H2,Sym,A3,32C (heat stress),1,0,0,5,4,10,f,f,f,f,f,f,f,f,f,f
,H2-Sym-4_A4,H2-Sym-4,H2-SYM-32C,H2,Sym,A4,32C (heat stress),1,0,0,4,3,7,7,7,10,10,10,10,10,f,f,f
,H2-Sym-4_B1,H2-Sym-4,H2-SYM-32C,H2,Sym,B1,32C (heat stress),1,0,0,0,0,7,10,10,10,10,10,10,10,f,f,f
,H2-Sym-4_B2,H2-Sym-4,H2-SYM-32C,H2,Sym,B2,32C (heat stress),1,0,0,5,6,8,8,8,8,8,8,8,8,f,f,f
,H2-Sym-4_B3,H2-Sym-4,H2-SYM-32C,H2,Sym,B3,32C (heat stress),1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,H2-Sym-4_C2,H2-Sym-4,H2-SYM-32C,H2,Sym,C2,32C (heat stress),1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,H2-Sym-4_C3,H2-Sym-4,H2-SYM-32C,H2,Sym,C3,32C (heat stress),1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,H2-Sym-4_C4,H2-Sym-4,H2-SYM-32C,H2,Sym,C4,32C (heat stress),1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,H2-Sym-6_C4,H2-Sym-6,H2-SYM-32C,H2,Sym,C4,32C (heat stress),1,0,0,1,3,6,6,7,7,7,8,8,8,8,8,8
,H2-Sym-6_C1,H2-Sym-6,H2-SYM-32C,H2,Sym,C1,32C (heat stress),1,0,0,0,5,7,8,8,8,8,8,8,8,8,8,8
,H2-Sym-6_C2,H2-Sym-6,H2-SYM-32C,H2,Sym,C2,32C (heat stress),1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8
,H2-Sym-6_B4,H2-Sym-6,H2-SYM-32C,H2,Sym,B4,32C (heat stress),1,0,0,4,6,8,8,8,8,8,10,10,10,10,10,10
,H2-Sym-6_B3,H2-Sym-6,H2-SYM-32C,H2,Sym,B3,32C (heat stress),1,0,0,2,5,10,12,12,12,12,12,12,12,12,12,12
,H2-Sym-6_A2,H2-Sym-6,H2-SYM-32C,H2,Sym,A2,32C (heat stress),1,0,0,0,0,1,f,f,f,f,f,f,f,f,f,f
,H2-Sym-6_A1,H2-Sym-6,H2-SYM-32C,H2,Sym,A1,32C (heat stress),1,0,0,0,5,7,f,f,f,f,f,f,f,f,f,f
,H2-Sym-6_A3,H2-Sym-6,H2-SYM-32C,H2,Sym,A3,32C (heat stress),1,0,0,2,5,8,f,f,f,f,f,f,f,f,f,f
,H2-Sym-6_B2,H2-Sym-6,H2-SYM-32C,H2,Sym,B2,32C (heat stress),1,0,0,3,6,8,8,10,10,10,10,10,10,f,f,f
,H2-Sym-6_A4,H2-Sym-6,H2-SYM-32C,H2,Sym,A4,32C (heat stress),1,0,0,3,0,8,8,8,8,8,8,8,8,f,f,f
,H2-Sym-6_B1,H2-Sym-6,H2-SYM-32C,H2,Sym,B1,32C (heat stress),1,0,0,0,5,8,8,8,8,8,8,8,8,f,f,f
,H2-Sym-6_C3,H2-Sym-6,H2-SYM-32C,H2,Sym,C3,32C (heat stress),1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,H2-Sym-8_C4,H2-Sym-8,H2-SYM-32C,H2,Sym,C4,32C (heat stress),1,0,0,2,4,6,8,8,8,8,8,8,8,8,8,8
,H2-Sym-8_C1,H2-Sym-8,H2-SYM-32C,H2,Sym,C1,32C (heat stress),1,0,0,3,5,8,8,8,8,8,8,8,8,8,8,8
,H2-Sym-8_C2,H2-Sym-8,H2-SYM-32C,H2,Sym,C2,32C (heat stress),1,0,0,0,4,5,6,7,8,8,8,8,8,9,10,10
,H2-Sym-8_B4,H2-Sym-8,H2-SYM-32C,H2,Sym,B4,32C (heat stress),1,0,0,0,5,8,8,8,8,8,8,8,8,8,10,10
,H2-Sym-8_C3,H2-Sym-8,H2-SYM-32C,H2,Sym,C3,32C (heat stress),1,0,0,7,8,8,8,8,8,8,8,8,8,8,10,10
,H2-Sym-8_B3,H2-Sym-8,H2-SYM-32C,H2,Sym,B3,32C (heat stress),1,0,0,6,6,8,8,9,10,10,11,12,12,12,12,12
,H2-Sym-8_A3,H2-Sym-8,H2-SYM-32C,H2,Sym,A3,32C (heat stress),1,0,0,0,2,4,f,f,f,f,f,f,f,f,f,f
,H2-Sym-8_A1,H2-Sym-8,H2-SYM-32C,H2,Sym,A1,32C (heat stress),1,0,0,4,4,10,f,f,f,f,f,f,f,f,f,f
,H2-Sym-8_A2,H2-Sym-8,H2-SYM-32C,H2,Sym,A2,32C (heat stress),1,0,0,0,4,10,f,f,f,f,f,f,f,f,f,f
,H2-Sym-8_B1,H2-Sym-8,H2-SYM-32C,H2,Sym,B1,32C (heat stress),1,0,0,5,8,8,8,8,8,8,8,10,10,f,f,f
,H2-Sym-8_B2,H2-Sym-8,H2-SYM-32C,H2,Sym,B2,32C (heat stress),1,0,0,4,7,8,8,8,8,8,8,8,8,f,f,f
,H2-Sym-8_A4,H2-Sym-8,H2-SYM-32C,H2,Sym,A4,32C (heat stress),1,0,0,0,0,0,0,0,5,5,6,6,6,f,f,f
