ID,plate,treatment,line,symbiosis,well,temp,day,day_cat,tent_count
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),5,day_5,0
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),6,day_6,2
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),7,day_7,4
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),8,day_8,5
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),9,day_9,6
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),10,day_10,6
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),11,day_11,6
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),12,day_12,8
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),13,day_13,8
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),14,day_14,8
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),17,day_17,8
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),20,day_20,8
CC7-APO-1_B2,CC7-APO-1,CC7-APO-25C,CC7,Apo,B2,25C (ambient),21,day_21,8
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),0,day_0,0
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),4,day_4,0
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),5,day_5,0
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),6,day_6,4
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),7,day_7,4
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),8,day_8,6
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),9,day_9,8
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),10,day_10,8
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),11,day_11,8
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),12,day_12,8
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),13,day_13,8
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),14,day_14,8
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),17,day_17,8
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),20,day_20,8
CC7-APO-1_C3,CC7-APO-1,CC7-APO-25C,CC7,Apo,C3,25C (ambient),21,day_21,8
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),0,day_0,0
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),4,day_4,0
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),5,day_5,0
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),6,day_6,1
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),7,day_7,5
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),8,day_8,7
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),9,day_9,7
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),10,day_10,7
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),11,day_11,7
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),12,day_12,8
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),13,day_13,8
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),14,day_14,8
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),17,day_17,8
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),20,day_20,8
CC7-APO-1_B1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B1,25C (ambient),21,day_21,8
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),0,day_0,0
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),4,day_4,0
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),5,day_5,0
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),6,day_6,5
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),7,day_7,5
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),8,day_8,5
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),9,day_9,7
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),10,day_10,7
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),11,day_11,7
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),12,day_12,7
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),13,day_13,8
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),14,day_14,8
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),17,day_17,8
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),20,day_20,8
CC7-APO-1_B3.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,B3,25C (ambient),21,day_21,8
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),0,day_0,0
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),4,day_4,0
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),5,day_5,0
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),6,day_6,5
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),7,day_7,5
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),8,day_8,6
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),9,day_9,7
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),10,day_10,7
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),11,day_11,7
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),12,day_12,8
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),13,day_13,8
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),14,day_14,8
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),17,day_17,8
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),20,day_20,8
CC7-APO-1_B4,CC7-APO-1,CC7-APO-25C,CC7,Apo,B4,25C (ambient),21,day_21,8
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),0,day_0,0
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),4,day_4,0
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),5,day_5,0
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),6,day_6,4
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),7,day_7,5
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),8,day_8,5
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),9,day_9,6
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),10,day_10,6
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),11,day_11,6
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),12,day_12,7
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),13,day_13,7
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),14,day_14,7
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),17,day_17,8
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),20,day_20,8
CC7-APO-1_C1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C1,25C (ambient),21,day_21,8
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),0,day_0,0
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),4,day_4,0
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),5,day_5,0
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),6,day_6,6
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),7,day_7,10
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),8,day_8,10
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),9,day_9,10
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),10,day_10,9
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),11,day_11,9
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),12,day_12,9
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),13,day_13,9
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),14,day_14,9
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),17,day_17,9
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),20,day_20,9
CC7-APO-1_A2,CC7-APO-1,CC7-APO-25C,CC7,Apo,A2,25C (ambient),21,day_21,9
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),0,day_0,0
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),4,day_4,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),5,day_5,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),6,day_6,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),7,day_7,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),8,day_8,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),9,day_9,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),10,day_10,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),11,day_11,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),12,day_12,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),13,day_13,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),14,day_14,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),17,day_17,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),20,day_20,x
CC7-APO-1_C2,CC7-APO-1,CC7-APO-25C,CC7,Apo,C2,25C (ambient),21,day_21,x
CC7-APO-1_C4.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C4,25C (ambient),0,day_0,0
CC7-APO-1_C4.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C4,25C (ambient),4,day_4,x
CC7-APO-1_C4.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C4,25C (ambient),5,day_5,x
CC7-APO-1_C4.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C4,25C (ambient),6,day_6,x
CC7-APO-1_C4.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C4,25C (ambient),7,day_7,x
CC7-APO-1_C4.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C4,25C (ambient),8,day_8,x
CC7-APO-1_C4.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C4,25C (ambient),9,day_9,x
CC7-APO-1_C4.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C4,25C (ambient),10,day_10,x
CC7-APO-1_C4.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C4,25C (ambient),11,day_11,x
CC7-APO-1_C4.1,CC7-APO-1,CC7-APO-25C,CC7,Apo,C4,25C (ambient),12,day_12,x
