ID,plate,treatment,line,symbiosis,well,temp,day,tent_count,day_cat
H2-SYM-1_A4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,A4,25C (ambient),17,f,17_day
H2-SYM-1_A4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,A4,25C (ambient),20,f,20_day
H2-SYM-1_A4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,A4,25C (ambient),21,f,21_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),0,0,0_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),1,0,1_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),2,0,2_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),3,0,3_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),4,0,4_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),5,0,5_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),6,0,6_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),7,0,7_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),8,2,8_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),9,6,9_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),10,7,10_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),11,7,11_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),12,8,12_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),13,10,13_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),14,10,14_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),17,f,17_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),20,f,20_day
H2-SYM-1_B1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B1,25C (ambient),21,f,21_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),0,0,0_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),1,0,1_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),2,0,2_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),3,0,3_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),4,0,4_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),5,0,5_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),6,2,6_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),7,7,7_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),8,7,8_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),9,8,9_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),10,8,10_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),11,8,11_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),12,8,12_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),13,10,13_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),14,10,14_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),17,f,17_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),20,f,20_day
H2-SYM-1_B2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B2,25C (ambient),21,f,21_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),0,0,0_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),1,0,1_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),2,0,2_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),3,0,3_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),4,0,4_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),5,1,5_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),6,1,6_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),7,1,7_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),8,3,8_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),9,6,9_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),10,7,10_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),11,7,11_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),12,8,12_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),13,8,13_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),14,8,14_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),17,f,17_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),20,f,20_day
H2-SYM-1_B3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B3,25C (ambient),21,f,21_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),0,0,0_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),1,0,1_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),2,0,2_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),3,0,3_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),4,0,4_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),5,4,5_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),6,4,6_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),7,6,7_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),8,7,8_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),9,9,9_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),10,10,10_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),11,10,11_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),12,10,12_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),13,12,13_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),14,12,14_day
