,Label,Area,Mean,Min,Max,MinThr,MaxThr,Type,%,Region,notes,,plate,well,sym,temp,treatment,day,calculation
6,Snap-510.czi,516.345,2501.961,1312,3908,1312,65535,Symbiont Area,3.335,Tentacle,,,11,B2,inoc,32C,inoc-32C,10,3.335379949
7,Snap-517.czi,22033.111,535.25,265,1983,0,65535,Tentacle Area,0,Body column,,,11,B3,inoc,32C,inoc-32C,10,0
8,Snap-516.czi,1043.934,179.738,47,3948,47,65535,Symbiont Area,4.738,Body column,,,11,B3,inoc,32C,inoc-32C,10,4.738023605
9,Snap-519.czi,10226.578,619.731,374,3568,0,65535,Tentacle Area,0,Pedal disc,,,11,B5,inoc,32C,inoc-32C,10,0
10,Snap-518.czi,266.605,71.813,47,339,47,65535,Symbiont Area,2.607,Pedal disc,,,11,B5,inoc,32C,inoc-32C,10,2.606981534
11,Snap-521.czi,13095.235,569.45,292,1400,0,65535,Tentacle Area,0,Pedal disc,,,11,B6,inoc,32C,inoc-32C,10,0
12,Snap-520.czi,317.202,1489.708,791,3779,791,65535,Symbiont Area,2.422,Pedal disc,,,11,B6,inoc,32C,inoc-32C,10,2.422270391
13,Snap-523.czi,1236.591,901.963,490,1969,0,65535,Tentacle Area,0,Tentacle,,,11,B6,inoc,32C,inoc-32C,10,0
14,Snap-522.czi,95.571,1939.566,1048,3929,1045,65535,Symbiont Area,7.729,Tentacle,,,11,B6,inoc,32C,inoc-32C,10,7.728586089
15,Snap-526.czi,14686.002,775.603,378,3276,0,65535,Tentacle Area,0,Pedal disc,,,11,C1,inoc,32C,inoc-32C,10,0
16,Snap-525.czi,558.725,2320.998,1223,3982,1223,65535,Symbiont Area,3.804,Pedal disc,,,11,C1,inoc,32C,inoc-32C,10,3.80447313
17,Snap-528.czi,344.014,655.331,447,903,0,65535,Tentacle Area,0,Tentacle,,,11,C1,inoc,32C,inoc-32C,10,0
18,Snap-527.czi,4.541,50.143,46,63,46,65535,Symbiont Area,1.32,Tentacle,,,11,C1,inoc,32C,inoc-32C,10,1.320004418
19,Snap-531.czi,1359.407,873.583,469,2684,0,65535,Tentacle Area,0,Tentacle,,,11,C3,inoc,32C,inoc-32C,10,0
20,Snap-530.czi,12.109,50.25,46,63,46,65535,Symbiont Area,0.891,Tentacle,,,11,C3,inoc,32C,inoc-32C,10,0.8907560429
21,Snap-533.czi,7716.638,405.942,234,1663,0,65535,Tentacle Area,0,Pedal disc,,,11,D1,inoc,32C,inoc-32C,10,0
22,Snap-532.czi,123.248,2485.761,1287,3845,1284,65535,Symbiont Area,1.597,Pedal disc,,,11,D1,inoc,32C,inoc-32C,10,1.59717224
23,Snap-535.czi,10854.927,595.57,241,1727,0,65535,Tentacle Area,0,Body column,,,11,D2,inoc,32C,inoc-32C,10,0
24,Snap-534.czi,716.786,1608.771,892,3785,892,65535,Symbiont Area,6.603,Body column,,,11,D2,inoc,32C,inoc-32C,10,6.603324002
25,Snap-537.czi,7029.475,655.95,369,2498,0,65535,Tentacle Area,0,Tentacle,checked and fixed!,,11,D2,inoc,32C,inoc-32C,10,0
26,Snap-536.czi,967.823,1970.863,1142,3860,1142,65535,Symbiont Area,13.768,Tentacle,checked and fixed!,,11,D2,inoc,32C,inoc-32C,10,13.76806945
27,Snap-539.czi,19051.369,809.917,340,3460,0,65535,Tentacle Area,0,Pedal disc,,,11,D5,inoc,32C,inoc-32C,10,0
28,Snap-538.czi,1289.566,88.751,47,3963,47,65535,Symbiont Area,6.769,Pedal disc,,,11,D5,inoc,32C,inoc-32C,10,6.768888892
29,Snap-541.czi,19379.814,885.87,338,3537,0,65535,Tentacle Area,0,Pedal disc,,,11,D5,inoc,32C,inoc-32C,10,0
30,Snap-540.czi,813.222,97.235,47,3957,47,65535,Symbiont Area,4.196,Pedal disc,,,11,D5,inoc,32C,inoc-32C,10,4.196232224
31,Snap-543.czi,17278.972,620.218,253,1553,0,65535,Tentacle Area,0,Pedal disc,,,11,D6,inoc,32C,inoc-32C,10,0
32,Snap-542.czi,157.196,71.796,47,3964,47,65535,Symbiont Area,0.91,Pedal disc,,,11,D6,inoc,32C,inoc-32C,10,0.909753196
1,Snap-545.czi,8451.154,540.881,320,995,0,65535,Tentacle Area,0,Pedal disc,,,7,A1,inoc,25C,inoc-25C,12,0
2,Snap-544.czi,196.116,121.924,47,3945,47,65535,Symbiont Area,2.321,Pedal disc,,,7,A1,inoc,25C,inoc-25C,12,2.320582491
3,Snap-549.czi,4615.106,792.073,359,2233,0,65535,Tentacle Area,0,Tentacle,,,7,A1,inoc,25C,inoc-25C,12,0
4,Snap-547.czi,332.77,140.383,47,1976,47,65535,Symbiont Area,7.21,Tentacle,,,7,A1,inoc,25C,inoc-25C,12,7.210451938
5,Snap-548.czi,3234.51,718.442,392,1865,0,65535,Tentacle Area,0,Tentacle,,,7,A1,inoc,25C,inoc-25C,12,0
6,Snap-546.czi,305.742,150.924,47,1011,47,65535,Symbiont Area,9.453,Tentacle,,,7,A1,inoc,25C,inoc-25C,12,9.452498215
7,Snap-551.czi,9406.436,789.638,413,1838,0,65535,Tentacle Area,0,Tentacle,,,7,A2,inoc,25C,inoc-25C,12,0
8,Snap-550.czi,1829.263,1794.193,1130,3921,1130,65535,Symbiont Area,19.447,Tentacle,,,7,A2,inoc,25C,inoc-25C,12,19.44692974
9,Snap-552.czi,18181.495,622.763,154,2049,0,65535,Tentacle Area,0,Tentacle,,,7,A2,inoc,25C,inoc-25C,12,0
10,Snap-553.czi,5338.595,1633.231,1018,3723,1018,65535,Symbiont Area,29.363,Tentacle,,,7,A2,inoc,25C,inoc-25C,12,29.36279442
11,Snap-555.czi,16184.874,531.628,292,1618,0,65535,Tentacle Area,0,Tentacle,,,7,A3,inoc,25C,inoc-25C,12,0
12,Snap-554.czi,5211.887,1946.04,1163,3816,1163,65535,Symbiont Area,32.202,Tentacle,,,7,A3,inoc,25C,inoc-25C,12,32.2022093
13,Snap-558.czi,5751.585,584.897,339,2121,0,65535,Tentacle Area,0,Tentacle,,,7,A3,inoc,25C,inoc-25C,12,0
14,Snap-557.czi,2857.63,2119.744,1369,3892,1369,65535,Symbiont Area,49.684,Tentacle,,,7,A3,inoc,25C,inoc-25C,12,49.68421748
15,Snap-559.czi,2247.659,734.587,328,1804,0,65535,Tentacle Area,0,Tentacle,,,7,A3,inoc,25C,inoc-25C,12,0
16,Snap-556.czi,1163.074,2167.325,1412,3961,1412,65535,Symbiont Area,51.746,Tentacle,,,7,A3,inoc,25C,inoc-25C,12,51.74601663
17,Snap-561.czi,16974.527,782.151,298,2358,0,65535,Tentacle Area,0,Pedal disc,,,7,A4,inoc,25C,inoc-25C,12,0
18,Snap-560.czi,1286.971,1764.2,1003,3364,1003,65535,Symbiont Area,7.582,Pedal disc,,,7,A4,inoc,25C,inoc-25C,12,7.581778273
19,Snap-564.czi,23416.519,1184.934,422,3184,0,65535,Tentacle Area,0,Tentacle,,,7,A4,inoc,25C,inoc-25C,12,0
20,Snap-562.czi,11515.062,2114.457,1301,3984,1301,65535,Symbiont Area,49.175,Tentacle,,,7,A4,inoc,25C,inoc-25C,12,49.17495209
21,Snap-567.czi,5915.267,833.598,412,3405,0,65535,Tentacle Area,0,Pedal disc,,,7,A5,inoc,25C,inoc-25C,12,0
22,Snap-566.czi,560.455,2102.492,1198,3285,1197,65535,Symbiont Area,9.475,Pedal disc,,,7,A5,inoc,25C,inoc-25C,12,9.474720245
23,Snap-568.czi,311524.871,80.396,0,4095,0,65535,Tentacle Area,0,Tentacle,,,7,A5,inoc,25C,inoc-25C,12,0
24,Snap-568.czi,2750.814,2298.756,1373,3939,1373,65535,Symbiont Area,0.883,Tentacle,,,7,A5,inoc,25C,inoc-25C,12,0.883015854
25,Snap-571.czi,7330.46,562.97,362,1333,0,65535,Tentacle Area,0,Pedal disc,,,7,A6,inoc,25C,inoc-25C,12,0
26,Snap-570.czi,1462.33,1359.167,820,3044,820,65535,Symbiont Area,19.949,Pedal disc,,,7,A6,inoc,25C,inoc-25C,12,19.94867989
27,Snap-574.czi,20886.903,873.779,293,2559,0,65535,Tentacle Area,0,Tentacle,,,7,A6,inoc,25C,inoc-25C,12,0
28,Snap-572.czi,8901.767,1986.934,1239,3997,1239,65535,Symbiont Area,42.619,Tentacle,,,7,A6,inoc,25C,inoc-25C,12,42.61889376
29,Snap-576.czi,311524.871,150.23,0,4095,0,65535,Tentacle Area,0,Body column,,,7,B1,inoc,25C,inoc-25C,12,0
30,Snap-576.czi,470.073,2141.876,1191,3616,1191,65535,Symbiont Area,0.151,Body column,,,7,B1,inoc,25C,inoc-25C,12,0.1508942122
31,Snap-580.czi,5662.5,1987.545,841,3245,0,65535,Tentacle Area,0,Tentacle,,,7,B1,inoc,25C,inoc-25C,12,0
32,Snap-579.czi,1357.893,2112.525,1237,3980,1237,65535,Symbiont Area,23.98,Tentacle,,,7,B1,inoc,25C,inoc-25C,12,23.98045033
33,Snap-581.czi,11382.3,1666.006,582,3350,0,65535,Tentacle Area,0,Tentacle,,,7,B1,inoc,25C,inoc-25C,12,0
34,Snap-578.czi,1890.455,2141.91,1224,4022,1224,65535,Symbiont Area,16.609,Tentacle,,,7,B1,inoc,25C,inoc-25C,12,16.60872583
35,Snap-583.czi,24127.25,758.349,375,2403,0,65535,Tentacle Area,0,Body column,,,7,B2,inoc,25C,inoc-25C,12,0
36,Snap-582.czi,5532.549,1903.403,1108,3924,1108,65535,Symbiont Area,22.931,Body column,,,7,B2,inoc,25C,inoc-25C,12,22.93070698
37,Snap-586.czi,7266.025,979.231,462,2160,0,65535,Tentacle Area,0,Tentacle,,,7,B2,inoc,25C,inoc-25C,12,0
38,Snap-585.czi,2352.96,2212.403,1350,3998,1350,65535,Symbiont Area,32.383,Tentacle,,,7,B2,inoc,25C,inoc-25C,12,32.383043
39,Snap-587.czi,6760.275,823.598,421,2807,0,65535,Tentacle Area,0,Tentacle,,,7,B2,inoc,25C,inoc-25C,12,0
40,Snap-584.czi,2785.843,1724.62,1065,3995,1065,65535,Symbiont Area,41.209,Tentacle,,,7,B2,inoc,25C,inoc-25C,12,41.20901886
41,Snap-589.czi,31425.277,660.752,298,3462,0,65535,Tentacle Area,0,Body column,,,7,B3,inoc,25C,inoc-25C,12,0
42,Snap-588.czi,7586.47,1654.352,970,3756,970,65535,Symbiont Area,24.141,Body column,,,7,B3,inoc,25C,inoc-25C,12,24.14129874
43,Snap-593.czi,2719.894,819.454,500,2094,0,65535,Tentacle Area,0,Tentacle,,,7,B3,inoc,25C,inoc-25C,12,0
44,Snap-592.czi,870.954,2146.69,1412,3982,1412,65535,Symbiont Area,32.022,Tentacle,,,7,B3,inoc,25C,inoc-25C,12,32.02161555
45,Snap-591.czi,311524.871,202.481,0,4095,0,65535,Tentacle Area,0,Tentacle,,,7,B3,inoc,25C,inoc-25C,12,0
46,Snap-591.czi,4668.73,1943.353,1192,3931,1192,65535,Symbiont Area,1.499,Tentacle,,,7,B3,inoc,25C,inoc-25C,12,1.498670069
47,Snap-600.czi,9326.433,596.026,326,1821,0,65535,Tentacle Area,0,Tentacle,,,7,B4,inoc,25C,inoc-25C,12,0
48,Snap-599.czi,3129.208,2285.626,1399,3987,1399,65535,Symbiont Area,33.552,Tentacle,,,7,B4,inoc,25C,inoc-25C,12,33.55203431
49,Snap-603.czi,10959.148,512.244,311,1281,0,65535,Tentacle Area,0,Pedal disc,,,7,B5,inoc,25C,inoc-25C,12,0
50,Snap-602.czi,1553.793,1325.241,768,3269,768,65535,Symbiont Area,14.178,Pedal disc,,,7,B5,inoc,25C,inoc-25C,12,14.17804559
51,Snap-606.czi,15543.118,896.625,440,2510,0,65535,Tentacle Area,0,Tentacle,,,7,B5,inoc,25C,inoc-25C,12,0
52,Snap-605.czi,2831.466,2027.288,1155,4011,1155,65535,Symbiont Area,18.217,Tentacle,,,7,B5,inoc,25C,inoc-25C,12,18.21684684
53,Snap-607.czi,5939.701,548.237,280,2615,0,65535,Tentacle Area,0,Tentacle,,,7,B5,inoc,25C,inoc-25C,12,0
54,Snap-604.czi,850.197,2001.1,1131,3960,1131,65535,Symbiont Area,14.314,Tentacle,,,7,B5,inoc,25C,inoc-25C,12,14.31380132
55,Snap-609.czi,18262.796,654.171,301,3057,0,65535,Tentacle Area,0,Body column,,,7,B6,inoc,25C,inoc-25C,12,0
56,Snap-608.czi,1662.554,1787.342,987,3557,987,65535,Symbiont Area,9.104,Body column,,,7,B6,inoc,25C,inoc-25C,12,9.103502005
57,Snap-614.czi,21552.659,666.448,247,2046,0,65535,Tentacle Area,0,Tentacle,,,7,B6,inoc,25C,inoc-25C,12,0
58,Snap-611.czi,7665.176,1362.366,860,3311,860,65535,Symbiont Area,35.565,Tentacle,,,7,B6,inoc,25C,inoc-25C,12,35.56487392
59,Snap-610.czi,311524.871,212.221,0,4095,0,65535,Tentacle Area,0,Tentacle,,,7,B6,inoc,25C,inoc-25C,12,0
60,Snap-610.czi,824.682,1885.682,1208,4013,1208,65535,Symbiont Area,0.265,Tentacle,,,7,B6,inoc,25C,inoc-25C,12,0.2647242891
61,Snap-613.czi,8887.929,765.815,384,1586,0,65535,Tentacle Area,0,Tentacle,,,7,B6,inoc,25C,inoc-25C,12,0
62,Snap-612.czi,2734.598,1362.869,860,3419,860,65535,Symbiont Area,30.768,Tentacle,,,7,B6,inoc,25C,inoc-25C,12,30.76755001
63,Snap-617.czi,20535.321,651.785,324,2999,0,65535,Tentacle Area,0,Body column,,,7,C1,inoc,25C,inoc-25C,12,0
64,Snap-616.czi,3290.296,1636.775,940,4041,940,65535,Symbiont Area,16.023,Body column,,,7,C1,inoc,25C,inoc-25C,12,16.02261781
65,Snap-621.czi,10264.849,718.369,307,2015,0,65535,Tentacle Area,0,Tentacle,,,7,C1,inoc,25C,inoc-25C,12,0
66,Snap-618.czi,2716.867,2021.741,1255,3993,1255,65535,Symbiont Area,26.468,Tentacle,,,7,C1,inoc,25C,inoc-25C,12,26.46767624
67,Snap-620.czi,3766.207,664.666,354,1426,0,65535,Tentacle Area,0,Tentacle,,,7,C1,inoc,25C,inoc-25C,12,0
68,Snap-619.czi,757.869,2063.696,1204,3959,1204,65535,Symbiont Area,20.123,Tentacle,,,7,C1,inoc,25C,inoc-25C,12,20.12287163
69,Snap-623.czi,11315.054,498.362,197,2876,0,65535,Tentacle Area,0,Pedal disc,,,7,C2,inoc,25C,inoc-25C,12,0
70,Snap-622.czi,743.598,383.583,203,3749,203,65535,Symbiont Area,6.572,Pedal disc,,,7,C2,inoc,25C,inoc-25C,12,6.571758297
71,Snap-625.czi,8720.787,477.88,272,2164,0,65535,Tentacle Area,0,Body column,,,7,C3,inoc,25C,inoc-25C,12,0
72,Snap-624.czi,2105.383,2156.725,1252,3983,1252,65535,Symbiont Area,24.142,Body column,,,7,C3,inoc,25C,inoc-25C,12,24.14212158
73,Snap-629.czi,2847.899,524.059,300,1694,0,65535,Tentacle Area,0,Tentacle,,,7,C3,inoc,25C,inoc-25C,12,0
74,Snap-626.czi,619.052,2653.963,1694,3983,1694,65535,Symbiont Area,21.737,Tentacle,,,7,C3,inoc,25C,inoc-25C,12,21.73714728
75,Snap-628.czi,920.686,558.508,344,1178,0,65535,Tentacle Area,0,Tentacle,,,7,C3,inoc,25C,inoc-25C,12,0
76,Snap-627.czi,282.174,2891.173,1957,3928,1957,65535,Symbiont Area,30.648,Tentacle,,,7,C3,inoc,25C,inoc-25C,12,30.64823403
77,Snap-631.czi,15322.136,858.429,325,1719,0,65535,Tentacle Area,0,Body column,,,7,C4,inoc,25C,inoc-25C,12,0
78,Snap-630.czi,1160.047,1160.407,629,3915,629,65535,Symbiont Area,7.571,Body column,,,7,C4,inoc,25C,inoc-25C,12,7.571052757
79,Snap-634.czi,20543.105,779.886,322,2555,0,65535,Tentacle Area,0,Tentacle,,,7,C4,inoc,25C,inoc-25C,12,0
80,Snap-633.czi,5395.679,1919.856,1160,4002,1160,65535,Symbiont Area,26.265,Tentacle,,,7,C4,inoc,25C,inoc-25C,12,26.26515807
81,Snap-635.czi,1919.213,664.936,385,2234,0,65535,Tentacle Area,0,Tentacle,,,7,C4,inoc,25C,inoc-25C,12,0
82,Snap-632.czi,860.575,2660.106,1574,4002,1574,65535,Symbiont Area,44.84,Tentacle,,,7,C4,inoc,25C,inoc-25C,12,44.83999431
83,Snap-637.czi,25594.769,973.345,450,2299,0,65535,Tentacle Area,0,Body column,,,7,C5,inoc,25C,inoc-25C,12,0
84,Snap-636.czi,477.209,211.002,62,2811,62,65535,Symbiont Area,1.864,Body column,,,7,C5,inoc,25C,inoc-25C,12,1.864478636
85,Snap-639.czi,25610.554,1159.904,551,2877,0,65535,Tentacle Area,0,Tentacle,,,7,C5,inoc,25C,inoc-25C,12,0
86,Snap-638.czi,602.619,97.541,47,3966,47,65535,Symbiont Area,2.353,Tentacle,,,7,C5,inoc,25C,inoc-25C,12,2.353010403
87,Snap-641.czi,37801.319,922.747,395,3797,0,65535,Tentacle Area,0,Body column,,,7,C6,inoc,25C,inoc-25C,12,0
88,Snap-640.czi,2027.758,1179.372,653,3949,653,65535,Symbiont Area,5.364,Body column,,,7,C6,inoc,25C,inoc-25C,12,5.364251972
89,Snap-645.czi,13093.072,665.611,256,2273,0,65535,Tentacle Area,0,Tentacle,,,7,C6,inoc,25C,inoc-25C,12,0
90,Snap-644.czi,2877.09,2191.446,1392,4015,1392,65535,Symbiont Area,21.974,Tentacle,,,7,C6,inoc,25C,inoc-25C,12,21.97414022
91,Snap-646.czi,32618.622,561.542,161,2000,0,65535,Tentacle Area,0,Tentacle,,,7,C6,inoc,25C,inoc-25C,12,0
92,Snap-643.czi,12175.414,1790.564,1060,4021,1060,65535,Symbiont Area,37.327,Tentacle,,,7,C6,inoc,25C,inoc-25C,12,37.32657376
93,Snap-647.czi,9826.778,881.877,346,2563,0,65535,Tentacle Area,0,Tentacle,,,7,C6,inoc,25C,inoc-25C,12,0
94,Snap-642.czi,3872.59,2073.881,1278,4022,1278,65535,Symbiont Area,39.409,Tentacle,,,7,C6,inoc,25C,inoc-25C,12,39.40854266
95,Snap-649.czi,11784.479,714.897,456,2160,0,65535,Tentacle Area,0,Body column,,,7,D1,inoc,25C,inoc-25C,12,0
96,Snap-648.czi,1813.047,1179.88,667,3622,667,65535,Symbiont Area,15.385,Body column,,,7,D1,inoc,25C,inoc-25C,12,15.38504163
97,Snap-653.czi,11890.861,929.558,391,2859,0,65535,Tentacle Area,0,Tentacle,,,7,D1,inoc,25C,inoc-25C,12,0
98,Snap-651.czi,3790.424,1814.34,1155,3538,1155,65535,Symbiont Area,31.877,Tentacle,,,7,D1,inoc,25C,inoc-25C,12,31.87678335
99,Snap-654.czi,11283.053,777.476,352,2286,0,65535,0,0,0,,,7,D1,inoc,25C,inoc-25C,12,0
100,Snap-656.czi,6974.554,517.207,276,1781,0,65535,Tentacle Area,0,Pedal disc,,,7,D2,inoc,25C,inoc-25C,12,0
101,Snap-655.czi,294.066,2194.929,1219,3153,1219,65535,Symbiont Area,4.216,Pedal disc,,,7,D2,inoc,25C,inoc-25C,12,4.216269599
102,Snap-660.czi,14357.989,740.249,279,2195,0,65535,Tentacle Area,0,Tentacle,,,7,D2,inoc,25C,inoc-25C,12,0
103,Snap-658.czi,3440.14,2026.685,1192,4011,1192,65535,Symbiont Area,23.96,Tentacle,,,7,D2,inoc,25C,inoc-25C,12,23.95976205
104,Snap-661.czi,311524.871,101.737,0,4095,0,65535,Tentacle Area,0,Tentacle,,,7,D3,inoc,25C,inoc-25C,12,0
105,Snap-661.czi,1297.782,2042.761,1162,3898,1162,65535,Symbiont Area,0.417,Tentacle,,,7,D3,inoc,25C,inoc-25C,12,0.4165901733
106,Snap-666.czi,6517.021,853.397,479,2173,0,65535,Tentacle Area,0,Tentacle,,,7,D3,inoc,25C,inoc-25C,12,0
107,Snap-663.czi,2929.849,1656.889,1036,3650,1036,65535,Symbiont Area,44.957,Tentacle,,,7,D3,inoc,25C,inoc-25C,12,44.95687523
108,Snap-665.czi,5104.856,670.583,296,1576,0,65535,Tentacle Area,0,Tentacle,,,7,D3,inoc,25C,inoc-25C,12,0
109,Snap-664.czi,1887.644,1654.342,1068,3141,1068,65535,Symbiont Area,36.977,Tentacle,,,7,D3,inoc,25C,inoc-25C,12,36.97741915
110,Snap-668.czi,14364.259,657.14,363,1608,0,65535,Tentacle Area,0,Pedal disc,,,7,D4,inoc,25C,inoc-25C,12,0
111,Snap-667.czi,1767.856,1319.763,763,2832,763,65535,Symbiont Area,12.307,Pedal disc,,,7,D4,inoc,25C,inoc-25C,12,12.30732473
112,Snap-672.czi,27974.326,1111.877,310,3033,0,65535,Tentacle Area,0,Tentacle,,,7,D4,inoc,25C,inoc-25C,12,0
113,Snap-672.czi,10310.473,1578.556,1207,3033,1207,65535,Symbiont Area,36.857,Tentacle,,,7,D4,inoc,25C,inoc-25C,12,36.85691301
114,Snap-671.czi,31084.722,1004.106,429,2993,0,65535,Tentacle Area,0,Tentacle,,,7,D4,inoc,25C,inoc-25C,12,0
115,Snap-670.czi,7200.076,1805.561,1051,4021,1051,65535,Symbiont Area,23.163,Tentacle,,,7,D4,inoc,25C,inoc-25C,12,23.16274857
116,Snap-674.czi,13044.422,744.937,375,2273,0,65535,Tentacle Area,0,Pedal disc,,,7,D5,inoc,25C,inoc-25C,12,0
117,Snap-673.czi,3199.049,1205.6,732,3067,732,65535,Symbiont Area,24.524,Pedal disc,,,7,D5,inoc,25C,inoc-25C,12,24.52426792
118,Snap-678.czi,27751.398,1339.909,510,3433,0,65535,Tentacle Area,0,Tentacle,,,7,D5,inoc,25C,inoc-25C,12,0
119,Snap-675.czi,10049.706,1860.423,1131,3983,1131,65535,Symbiont Area,36.213,Tentacle,,,7,D5,inoc,25C,inoc-25C,12,36.21333239
120,Snap-677.czi,21248.863,1014.324,362,3316,0,65535,Tentacle Area,0,Tentacle,,,7,D5,inoc,25C,inoc-25C,12,0
121,Snap-676.czi,4629.377,2032.129,1225,3939,1225,65535,Symbiont Area,21.786,Tentacle,,,7,D5,inoc,25C,inoc-25C,12,21.78646923
122,Snap-682.czi,3203.373,679.785,300,1843,0,65535,Tentacle Area,0,Tentacle,,,7,D6,inoc,25C,inoc-25C,12,0
123,Snap-681.czi,864.684,2340.328,1345,3987,1345,65535,Symbiont Area,26.993,Tentacle,,,7,D6,inoc,25C,inoc-25C,12,26.99292277
124,Snap-680.czi,3314.945,470.205,285,1186,0,65535,Tentacle Area,0,Pedal disc,,,7,D6,inoc,25C,inoc-25C,12,0
125,Snap-679.czi,845.656,1934.864,1147,3338,1147,65535,Symbiont Area,25.51,Pedal disc,,,7,D6,inoc,25C,inoc-25C,12,25.51040817
1,Snap-684.czi,15191.104,992.347,432,3496,0,65535,Tentacle Area,0,Body column,,,10,A1,inoc,32C,inoc-32C,12,0
2,Snap-683.czi,1198.751,1907.669,1037,3997,1037,65535,Symbiont Area,7.891,Body column,,,10,A1,inoc,32C,inoc-32C,12,7.891138129
3,Snap-686.czi,5125.83,1106.311,464,3644,0,65535,Tentacle Area,0,Tentacle,,,10,A1,inoc,32C,inoc-32C,12,0
4,Snap-685.czi,1170.21,2264.85,1323,3970,1323,65535,Symbiont Area,22.83,Tentacle,,,10,A1,inoc,32C,inoc-32C,12,22.82966856
5,Snap-687.czi,311524.871,228.098,72,4095,0,65535,Tentacle Area,0,Pedal disc,,,10,A3,inoc,32C,inoc-32C,12,0
6,Snap-687.czi,19.028,1945.068,992,3873,992,65535,Symbiont Area,0.006,Pedal disc,,,10,A3,inoc,32C,inoc-32C,12,0.006108019542
7,Snap-692.czi,2210.901,777.469,353,1834,0,65535,Tentacle Area,0,Tentacle,,,10,A3,inoc,32C,inoc-32C,12,0
8,Snap-689.czi,99.896,1759.892,826,3974,826,65535,Symbiont Area,4.518,Tentacle,,,10,A3,inoc,32C,inoc-32C,12,4.518338903
9,Snap-691.czi,5882.617,537.697,285,3408,0,65535,Tentacle Area,0,Tentacle,,,10,A3,inoc,32C,inoc-32C,12,0
10,Snap-690.czi,295.796,2535.44,1214,3963,1213,65535,Symbiont Area,5.028,Tentacle,,,10,A3,inoc,32C,inoc-32C,12,5.028306279
11,Snap-694.czi,5772.559,846.544,436,2268,0,65535,Tentacle Area,0,Tentacle,,,10,A4,inoc,32C,inoc-32C,12,0
12,Snap-693.czi,1.081,823,47,3904,47,65535,Symbiont Area,0.019,Tentacle,,,10,A4,inoc,32C,inoc-32C,12,0.01872653012
13,Snap-696.czi,17721.369,1988.38,620,3471,0,65535,Tentacle Area,0,Pedal disc,,,10,A4,inoc,32C,inoc-32C,12,0
14,Snap-695.czi,306.175,419.045,220,1557,220,65535,Symbiont Area,1.728,Pedal disc,,,10,A4,inoc,32C,inoc-32C,12,1.727716408
15,Snap-698.czi,4884.09,737.752,391,3495,0,65535,Tentacle Area,0,Pedal disc,,,10,Bq,inoc,32C,inoc-32C,12,0
16,Snap-697.czi,889.982,158.721,63,3934,63,65535,Symbiont Area,18.222,Pedal disc,,,10,B1,inoc,32C,inoc-32C,12,18.22206388
21,Snap-704.czi,9423.734,453.484,195,1045,0,65535,Tentacle Area,0,Pedal disc,,,10,C2,inoc,32C,inoc-32C,12,0
22,Snap-703.czi,797.222,489.601,267,3889,267,65535,Symbiont Area,8.46,Pedal disc,,,10,C2,inoc,32C,inoc-32C,12,8.4597252
23,Snap-706.czi,18754.492,2307.143,816,3400,0,65535,Tentacle Area,0,Pedal disc,,,10,C5,inoc,32C,inoc-32C,12,0
24,Snap-705.czi,778.41,2362.426,1234,3937,1234,65535,Symbiont Area,4.151,Pedal disc,,,10,C5,inoc,32C,inoc-32C,12,4.150525645
25,Snap-708.czi,5282.593,743.759,375,3372,0,65535,Tentacle Area,0,Pedal disc,,,10,D4,inoc,32C,inoc-32C,12,0
26,Snap-707.czi,0.865,1647.5,151,3987,47,65535,Symbiont Area,0.016,Pedal disc,,,10,D4,inoc,32C,inoc-32C,12,0.01637453425
27,Snap-710.czi,8362.502,1799.17,534,3851,0,65535,Tentacle Area,0,Tentacle,,,10,D4,inoc,32C,inoc-32C,12,0
28,Snap-709.czi,9.946,1819.609,996,3019,913,65535,Symbiont Area,0.119,Tentacle,,,10,D4,inoc,32C,inoc-32C,12,0.1189356965
1,Snap-712.czi,12321.365,1167.891,365,2859,0,65535,Tentacle Area,0,Body column,,,11,A1,inoc,32C,inoc-32C,12,0
2,Snap-711.czi,234.172,1341.898,692,2680,692,65535,Symbiont Area,1.901,Body column,,,11,A1,inoc,32C,inoc-32C,12,1.900536182
3,Snap-714.czi,41644.503,1713.535,291,3197,0,65535,Tentacle Area,0,Body column,,,11,A2,inoc,32C,inoc-32C,12,0
4,Snap-713.czi,135.141,1047.133,535,4011,535,65535,Symbiont Area,0.325,Body column,,,11,A2,inoc,32C,inoc-32C,12,0.3245110165
5,Snap-716.czi,4891.226,947.222,412,2058,0,65535,Tentacle Area,0,Tentacle,,,11,A2,inoc,32C,inoc-32C,12,0
6,Snap-715.czi,198.711,107.597,63,278,63,65535,Symbiont Area,4.063,Tentacle,,,11,A2,inoc,32C,inoc-32C,12,4.062601074
7,Snap-718.czi,7813.074,695.503,393,3229,0,65535,Tentacle Area,0,Pedal disc,,,11,B1,inoc,32C,inoc-32C,12,0
8,Snap-717.czi,72.219,1816.997,948,3898,945,65535,Symbiont Area,0.924,Pedal disc,,,11,B1,inoc,32C,inoc-32C,12,0.9243352872
9,Snap-720.czi,2596.646,1445.765,556,3174,0,65535,Tentacle Area,0,Tentacle,,,11,B1,inoc,32C,inoc-32C,12,0
10,Snap-719.czi,86.49,3243.54,1685,3997,1685,65535,Symbiont Area,3.331,Tentacle,,,11,B1,inoc,32C,inoc-32C,12,3.330835239
