,Label,Area,Mean,Min,Max,MinThr,MaxThr,Type,%,Region,notes,,plate,well,sym,temp,treatment,day,calculation
11,Snap-721.czi,311524.871,253.981,69,4095,0,65535,Tentacle Area,0,Body column,,,11,B2,inoc,32C,inoc-32C,12,0
12,Snap-721.czi,103.356,181.427,47,3934,47,65535,Symbiont Area,0.033,Body column,,,11,B2,inoc,32C,inoc-32C,12,0.03317744733
13,Snap-726.czi,14038.408,972.041,451,2422,0,65535,Tentacle Area,0,Tentacle,,,11,B2,inoc,32C,inoc-32C,12,0
14,Snap-723.czi,230.063,2293.447,1188,3953,1186,65535,Symbiont Area,1.639,Tentacle,,,11,B2,inoc,32C,inoc-32C,12,1.638811181
15,Snap-725.czi,8627.594,1170.779,534,3090,0,65535,Tentacle Area,0,Tentacle,,,11,B2,inoc,32C,inoc-32C,12,0
16,Snap-724.czi,138.168,2522.2,1296,3949,1296,65535,Symbiont Area,1.601,Tentacle,,,11,B2,inoc,32C,inoc-32C,12,1.601466179
17,Snap-728.czi,7037.475,981.183,455,3550,0,65535,Tentacle Area,0,Pedal disc,,,11,B3,inoc,32C,inoc-32C,12,0
18,Snap-727.czi,56.218,870.435,456,1367,456,65535,Symbiont Area,0.799,Pedal disc,,,11,B3,inoc,32C,inoc-32C,12,0.7988376513
19,Snap-730.czi,8614.404,394.987,215,1963,0,65535,Tentacle Area,0,Pedal disc,,,11,B4,inoc,32C,inoc-32C,12,0
20,Snap-729.czi,1.297,84.833,47,272,47,65535,Symbiont Area,0.015,Pedal disc,,,11,B4,inoc,32C,inoc-32C,12,0.015056178
21,Snap-731.czi,311524.871,107.919,38,4095,0,65535,Tentacle Area,0,Tentacle,,,11,B4,inoc,32C,inoc-32C,12,0
22,Snap-731.czi,67.895,438.78,47,3991,47,65535,Symbiont Area,0.022,Tentacle,,,11,B4,inoc,32C,inoc-32C,12,0.02179440755
25,Snap-734.czi,9252.052,728.67,366,3583,0,65535,Tentacle Area,0,Pedal disc,,,11,B5,inoc,32C,inoc-32C,12,0
26,Snap-733.czi,0.865,663.25,167,1234,47,65535,Symbiont Area,0.009,Pedal disc,,,11,B5,inoc,32C,inoc-32C,12,0.009349277328
27,Snap-736.czi,3079.909,1678.909,718,3646,0,65535,Tentacle Area,0,Tentacle,,,11,B5,inoc,32C,inoc-32C,12,0
28,Snap-735.czi,48.218,77.552,47,4003,47,65535,Symbiont Area,1.566,Tentacle,,,11,B5,inoc,32C,inoc-32C,12,1.565565736
29,Snap-738.czi,7762.694,603.011,349,1733,0,65535,Tentacle Area,0,Pedal disc,,,11,C1,inoc,32C,inoc-32C,12,0
30,Snap-737.czi,290.174,1027.803,556,3189,556,65535,Symbiont Area,3.738,Pedal disc,,,11,C1,inoc,32C,inoc-32C,12,3.738057947
31,Snap-740.czi,5755.045,653.704,348,3359,0,65535,Tentacle Area,0,Tentacle,,,11,C1,inoc,32C,inoc-32C,12,0
32,Snap-739.czi,257.092,2048.598,1026,3952,1026,65535,Symbiont Area,4.467,Tentacle,,,11,C1,inoc,32C,inoc-32C,12,4.467245695
33,Snap-742.czi,15316.947,393.145,185,2366,0,65535,Tentacle Area,0,Pedal disc,,,11,C3,inoc,32C,inoc-32C,12,0
34,Snap-741.czi,575.591,2527.757,1332,3984,1331,65535,Symbiont Area,3.758,Pedal disc,,,11,C3,inoc,32C,inoc-32C,12,3.757870286
35,Snap-744.czi,19848.806,867.524,479,2098,0,65535,Tentacle Area,0,Body column,,,11,C4,inoc,32C,inoc-32C,12,0
36,Snap-743.czi,6.703,287.29,47,3961,47,65535,Symbiont Area,0.034,Body column,,,11,C4,inoc,32C,inoc-32C,12,0.03377029329
37,Snap-745.czi,12764.194,1090.628,445,2776,0,65535,Tentacle Area,0,Tentacle,,,11,C4,inoc,32C,inoc-32C,12,0
38,Snap-746.czi,0.649,1166.667,278,2942,47,65535,Symbiont Area,0.005,Tentacle,,,11,C4,inoc,32C,inoc-32C,12,0.005084535694
39,Snap-749.czi,8544.563,357.227,197,2774,0,65535,Tentacle Area,0,Pedal disc,,,11,D1,inoc,32C,inoc-32C,12,0
40,Snap-748.czi,852.143,918.722,498,3889,498,65535,Symbiont Area,9.973,Pedal disc,,,11,D1,inoc,32C,inoc-32C,12,9.972926644
41,Snap-751.czi,7254.997,796.776,469,3147,0,65535,Tentacle Area,0,Pedal disc,,,11,D2,inoc,32C,inoc-32C,12,0
42,Snap-750.czi,74.598,2209.742,1146,3875,1142,65535,Symbiont Area,1.028,Pedal disc,,,11,D2,inoc,32C,inoc-32C,12,1.028229233
43,Snap-752.czi,311524.871,159.295,32,4095,0,65535,Tentacle Area,0,Tentacle,,,11,D2,inoc,32C,inoc-32C,12,0
44,Snap-752.czi,64.435,2362,1224,3992,1213,65535,Symbiont Area,0.021,Tentacle,,,11,D2,inoc,32C,inoc-32C,12,0.02068374181
45,Snap-754.czi,19772.263,991.87,432,3038,0,65535,Tentacle Area,0,Tentacle,,,11,D2,inoc,32C,inoc-32C,12,0
46,Snap-753.czi,914.632,1664.648,866,4005,866,65535,Symbiont Area,4.626,Tentacle,,,11,D2,inoc,32C,inoc-32C,12,4.625833674
47,Snap-757.czi,22103.168,440.76,207,1297,0,65535,Tentacle Area,0,Pedal disc,,,11,D3,inoc,32C,inoc-32C,12,0
48,Snap-756.czi,433.531,1177.56,610,3752,610,65535,Symbiont Area,1.961,Pedal disc,,,11,D3,inoc,32C,inoc-32C,12,1.96139757
49,Snap-759.czi,10968.446,535.959,267,2855,0,65535,Tentacle Area,0,Pedal disc,,,11,D4,inoc,32C,inoc-32C,12,0
50,Snap-758.czi,77.625,2661.047,1367,3947,1359,65535,Symbiont Area,0.708,Pedal disc,,,11,D4,inoc,32C,inoc-32C,12,0.707711922
51,Snap-761.czi,11136.669,650.464,285,2254,0,65535,Tentacle Area,0,Tentacle,,,11,D4,inoc,32C,inoc-32C,12,0
52,Snap-760.czi,560.671,79.989,47,3961,47,65535,Symbiont Area,5.034,Tentacle,,,11,D4,inoc,32C,inoc-32C,12,5.034458688
53,Snap-763.czi,16566.943,2713.876,1119,3840,0,65535,Tentacle Area,0,Pedal disc,,,11,D6,inoc,32C,inoc-32C,12,0
54,Snap-762.czi,8,139.892,47,2982,47,65535,Symbiont Area,0.048,Pedal disc,,,11,D6,inoc,32C,inoc-32C,12,0.04828893297
1,Snap-827.czi,7770.045,844.131,425,2834,0,65535,Tentacle Area,0,Pedal disc,,,7,A1,inoc,25C,inoc-25C,14,0
2,Snap-826.czi,206.711,79.073,47,1585,47,65535,Symbiont Area,2.66,Pedal disc,,,7,A1,inoc,25C,inoc-25C,14,2.660357823
3,Snap-829.czi,5756.774,1380.754,555,3285,0,65535,Tentacle Area,0,Tentacle,,,7,A1,inoc,25C,inoc-25C,14,0
4,Snap-828.czi,58.165,641.305,331,4003,331,65535,Symbiont Area,1.01,Tentacle,,,7,A1,inoc,25C,inoc-25C,14,1.010374908
5,Snap-831.czi,35524.686,1503.144,423,2699,0,65535,Tentacle Area,0,Body column,,,7,A2,inoc,25C,inoc-25C,14,0
6,Snap-830.czi,7145.588,1228.92,716,3226,716,65535,Symbiont Area,20.114,Body column,,,7,A2,inoc,25C,inoc-25C,14,20.11442972
7,Snap-835.czi,18411.991,1260.368,588,3667,0,65535,Tentacle Area,0,Tentacle,,,7,A2,inoc,25C,inoc-25C,14,0
8,Snap-832.czi,3108.667,1937.925,1189,3932,1189,65535,Symbiont Area,16.884,Tentacle,,,7,A2,inoc,25C,inoc-25C,14,16.88392635
9,Snap-833.czi,311524.871,300.775,0,4095,0,65535,Tentacle Area,0,Tentacle,,,7,A2,inoc,25C,inoc-25C,14,0
10,Snap-833.czi,5989.432,1910.239,1218,3891,1218,65535,Symbiont Area,1.923,Tentacle,,,7,A2,inoc,25C,inoc-25C,14,1.922617601
11,Snap-837.czi,9824.183,616.201,375,2046,0,65535,Tentacle Area,0,Body column,,,7,A3,inoc,25C,inoc-25C,14,0
12,Snap-836.czi,2760.112,1794.232,1082,3191,1082,65535,Symbiont Area,28.095,Body column,,,7,A3,inoc,25C,inoc-25C,14,28.09507925
13,Snap-839.czi,5485.196,643.508,369,1664,0,65535,Tentacle Area,0,Tentacle,,,7,A3,inoc,25C,inoc-25C,14,0
14,Snap-838.czi,2393.611,2195.377,1442,3676,1442,65535,Symbiont Area,43.638,Tentacle,,,7,A3,inoc,25C,inoc-25C,14,43.6376567
15,Snap-840.czi,311524.871,230.926,3,4033,0,65535,Tentacle Area,0,Pedal disc,,,7,A4,inoc,25C,inoc-25C,14,0
16,Snap-840.czi,1905.375,1276.176,757,3474,757,65535,Symbiont Area,0.612,Pedal disc,,,7,A4,inoc,25C,inoc-25C,14,0.6116285335
17,Snap-843.czi,16538.618,903.509,371,2793,0,65535,Tentacle Area,0,Tentacle,,,7,A4,inoc,25C,inoc-25C,14,0
18,Snap-842.czi,6838.548,2186.731,1356,3974,1356,65535,Symbiont Area,41.349,Tentacle,,,7,A4,inoc,25C,inoc-25C,14,41.34896882
19,Snap-845.czi,12389.909,597.314,294,1856,0,65535,Tentacle Area,0,Body column,,,7,A5,inoc,25C,inoc-25C,14,0
20,Snap-844.czi,3746.314,1976.021,1191,3816,1191,65535,Symbiont Area,30.237,Body column,,,7,A5,inoc,25C,inoc-25C,14,30.23681611
21,Snap-849.czi,5544.658,719.573,338,1587,0,65535,Tentacle Area,0,Tentacle,,,7,A5,inoc,25C,inoc-25C,14,0
22,Snap-847.czi,2409.828,2058.064,1260,4000,1260,65535,Symbiont Area,43.462,Tentacle,,,7,A5,inoc,25C,inoc-25C,14,43.46215763
23,Snap-848.czi,749.22,792.088,422,2044,0,65535,Tentacle Area,0,Tentacle,,,7,A5,inoc,25C,inoc-25C,14,0
24,Snap-846.czi,436.126,1771.784,1228,2522,1228,65535,Symbiont Area,58.211,Tentacle,,,7,A5,inoc,25C,inoc-25C,14,58.21067243
25,Snap-851.czi,4083.842,535.046,279,2441,0,65535,Tentacle Area,0,Pedal disc,,,7,A6,inoc,25C,inoc-25C,14,0
26,Snap-850.czi,813.655,1000.178,604,2846,604,65535,Symbiont Area,19.924,Pedal disc,,,7,A6,inoc,25C,inoc-25C,14,19.92376297
27,Snap-855.czi,9786.56,565.982,318,1380,0,65535,Tentacle Area,0,Tentacle,,,7,A6,inoc,25C,inoc-25C,14,0
28,Snap-852.czi,4630.458,2386.139,1488,3733,1488,65535,Symbiont Area,47.314,Tentacle,,,7,A6,inoc,25C,inoc-25C,14,47.31445983
29,Snap-854.czi,7355.974,527.879,285,1853,0,65535,Tentacle Area,0,Tentacle,,,7,A6,inoc,25C,inoc-25C,14,0
30,Snap-853.czi,2353.609,2047.552,1236,3949,1236,65535,Symbiont Area,31.996,Tentacle,,,7,A6,inoc,25C,inoc-25C,14,31.99588525
31,Snap-857.czi,18710.598,1478.257,517,3371,0,65535,Tentacle Area,0,Body column,,,7,B1,inoc,25C,inoc-25C,14,0
32,Snap-856.czi,1056.043,1647.203,892,4058,892,65535,Symbiont Area,5.644,Body column,,,7,B1,inoc,25C,inoc-25C,14,5.64409005
33,Snap-858.czi,311524.871,121.943,0,4095,0,65535,Tentacle Area,0,Tentacle,,,7,B1,inoc,25C,inoc-25C,14,0
34,Snap-858.czi,3607.282,2095.821,1272,3963,1272,65535,Symbiont Area,1.158,Tentacle,,,7,B1,inoc,25C,inoc-25C,14,1.157943502
35,Snap-860.czi,8524.671,1279.72,509,3478,0,65535,Tentacle Area,0,Tentacle,,,7,B1,inoc,25C,inoc-25C,14,0
36,Snap-859.czi,2384.097,1663.432,1049,3565,1049,65535,Symbiont Area,27.967,Tentacle,,,7,B1,inoc,25C,inoc-25C,14,27.96702653
37,Snap-863.czi,9300.702,566.584,231,1901,0,65535,Tentacle Area,0,Body column,,,7,B2,inoc,25C,inoc-25C,14,0
38,Snap-862.czi,1272.052,1699.007,972,3454,972,65535,Symbiont Area,13.677,Body column,,,7,B2,inoc,25C,inoc-25C,14,13.67694611
39,Snap-866.czi,8015.677,680.244,298,2435,0,65535,Tentacle Area,0,Tentacle,,,7,B2,inoc,25C,inoc-25C,14,0
40,Snap-865.czi,3436.248,2065.981,1341,3938,1341,65535,Symbiont Area,42.869,Tentacle,,,7,B2,inoc,25C,inoc-25C,14,42.86909265
41,Snap-867.czi,6089.977,695.764,294,2299,0,65535,Tentacle Area,0,Tentacle,,,7,B2,inoc,25C,inoc-25C,14,0
42,Snap-864.czi,2128.735,2116.661,1388,3671,1388,65535,Symbiont Area,34.955,Tentacle,,,7,B2,inoc,25C,inoc-25C,14,34.95472971
43,Snap-869.czi,10430.478,1020.335,338,2155,0,65535,Tentacle Area,0,Body column,,,7,B3,inoc,25C,inoc-25C,14,0
44,Snap-868.czi,2483.344,1115.968,637,2376,637,65535,Symbiont Area,23.809,Body column,,,7,B3,inoc,25C,inoc-25C,14,23.80853495
45,Snap-873.czi,3672.582,656.715,429,1780,0,65535,Tentacle Area,0,Tentacle,,,7,B3,inoc,25C,inoc-25C,14,0
46,Snap-870.czi,1271.619,2524.215,1517,3841,1517,65535,Symbiont Area,34.625,Tentacle,,,7,B3,inoc,25C,inoc-25C,14,34.62465916
47,Snap-872.czi,9022.853,726.834,360,2812,0,65535,Tentacle Area,0,Tentacle,,,7,B3,inoc,25C,inoc-25C,14,0
48,Snap-871.czi,3800.154,2479.079,1553,3778,1553,65535,Symbiont Area,42.117,Tentacle,,,7,B3,inoc,25C,inoc-25C,14,42.11698894
49,Snap-875.czi,9481.25,824.254,410,3411,0,65535,Tentacle Area,0,Tentacle,,,7,B4,inoc,25C,inoc-25C,14,0
50,Snap-874.czi,2307.337,2179.071,1271,3858,1271,65535,Symbiont Area,24.336,Tentacle,,,7,B4,inoc,25C,inoc-25C,14,24.33578906
51,Snap-877.czi,4002.325,812.844,456,3617,0,65535,Tentacle Area,0,Tentacle,,,7,B4,inoc,25C,inoc-25C,14,0
52,Snap-876.czi,1640.932,2610.411,1644,3956,1644,65535,Symbiont Area,40.999,Tentacle,,,7,B4,inoc,25C,inoc-25C,14,40.99946906
53,Snap-879.czi,12156.818,471.317,240,1086,0,65535,Tentacle Area,0,Body column,,,7,B5,inoc,25C,inoc-25C,14,0
54,Snap-878.czi,903.604,921.22,494,3513,494,65535,Symbiont Area,7.433,Body column,,,7,B5,inoc,25C,inoc-25C,14,7.432898971
55,Snap-883.czi,11363.056,613.961,250,2277,0,65535,Tentacle Area,0,Tentacle,,,7,B5,inoc,25C,inoc-25C,14,0
56,Snap-880.czi,4165.358,1990.183,1242,4013,1242,65535,Symbiont Area,36.657,Tentacle,,,7,B5,inoc,25C,inoc-25C,14,36.65702255
57,Snap-882.czi,7176.508,618.436,232,1219,0,65535,Tentacle Area,0,Tentacle,,,7,B5,inoc,25C,inoc-25C,14,0
58,Snap-881.czi,2889.415,1727.559,1114,4015,1114,65535,Symbiont Area,40.262,Tentacle,,,7,B5,inoc,25C,inoc-25C,14,40.26213027
59,Snap-885.czi,7117.695,310.729,145,1978,0,65535,Tentacle Area,0,Pedal disc,,,7,B6,inoc,25C,inoc-25C,14,0
60,Snap-884.czi,1445.68,1460.949,877,2779,877,65535,Symbiont Area,20.311,Pedal disc,,,7,B6,inoc,25C,inoc-25C,14,20.31106981
61,Snap-887.czi,10949.202,423.206,159,1433,0,65535,Tentacle Area,0,Tentacle,,,7,B6,inoc,25C,inoc-25C,14,0
62,Snap-886.czi,5016.852,2427.156,1483,3953,1483,65535,Symbiont Area,45.819,Tentacle,,,7,B6,inoc,25C,inoc-25C,14,45.81933916
63,Snap-889.czi,3964.053,364.102,236,698,0,65535,Tentacle Area,0,Pedal disc,,,7,C1,inoc,25C,inoc-25C,14,0
64,Snap-888.czi,525.643,747.86,444,1910,444,65535,Symbiont Area,13.26,Pedal disc,,,7,C1,inoc,25C,inoc-25C,14,13.26024148
65,Snap-892.czi,13285.945,603.202,275,2266,0,65535,Tentacle Area,0,Tentacle,,,7,C1,inoc,25C,inoc-25C,14,0
66,Snap-891.czi,3556.036,2197.334,1256,3988,1256,65535,Symbiont Area,26.765,Tentacle,,,7,C1,inoc,25C,inoc-25C,14,26.76539757
67,Snap-893.czi,6181.873,725.063,311,2212,0,65535,Tentacle Area,0,Tentacle,,,7,C1,inoc,25C,inoc-25C,14,0
68,Snap-890.czi,1935.646,2439.916,1401,4014,1401,65535,Symbiont Area,31.312,Tentacle,,,7,C1,inoc,25C,inoc-25C,14,31.31164293
69,Snap-895.czi,7984.324,693.681,388,3238,0,65535,Tentacle Area,0,Pedal disc,,,7,C2,inoc,25C,inoc-25C,14,0
70,Snap-894.czi,202.17,2140.576,1149,3481,1149,65535,Symbiont Area,2.532,Pedal disc,,,7,C2,inoc,25C,inoc-25C,14,2.532086624
71,Snap-897.czi,2950.39,466.666,329,1544,0,65535,Tentacle Area,0,Pedal disc,,,7,C3,inoc,25C,inoc-25C,14,0
72,Snap-896.czi,703.596,747.236,478,3214,478,65535,Symbiont Area,23.848,Pedal disc,,,7,C3,inoc,25C,inoc-25C,14,23.84755914
73,Snap-899.czi,2254.794,944.603,475,2424,0,65535,Tentacle Area,0,Tentacle,,,7,C3,inoc,25C,inoc-25C,14,0
74,Snap-898.czi,670.081,2774.801,1567,4032,1565,65535,Symbiont Area,29.718,Tentacle,,,7,C3,inoc,25C,inoc-25C,14,29.7180585
75,Snap-901.czi,9946.35,478.64,280,881,0,65535,Tentacle Area,0,Pedal disc,,,7,C4,inoc,25C,inoc-25C,14,0
76,Snap-900.czi,1006.095,1939.219,1108,3611,1108,65535,Symbiont Area,10.115,Pedal disc,,,7,C4,inoc,25C,inoc-25C,14,10.11521815
77,Snap-905.czi,9751.747,634.334,238,2097,0,65535,Tentacle Area,0,Tentacle,,,7,C4,inoc,25C,inoc-25C,14,0
78,Snap-902.czi,2183.656,2297.666,1434,4006,1434,65535,Symbiont Area,22.392,Tentacle,,,7,C4,inoc,25C,inoc-25C,14,22.39245953
79,Snap-904.czi,11005.42,633.861,321,1998,0,65535,Tentacle Area,0,Tentacle,,,7,C4,inoc,25C,inoc-25C,14,0
80,Snap-903.czi,3276.89,1822.981,1097,3942,1097,65535,Symbiont Area,29.775,Tentacle,,,7,C4,inoc,25C,inoc-25C,14,29.77523802
81,Snap-906.czi,311524.871,89.395,41,4095,0,65535,Tentacle Area,0,Body column,,,7,C5,inoc,25C,inoc-25C,14,0
82,Snap-906.czi,58.165,1317.268,678,2884,677,65535,Symbiont Area,0.019,Body column,,,7,C5,inoc,25C,inoc-25C,14,0.01867106142
83,Snap-909.czi,5666.392,1342.755,493,3583,0,65535,Tentacle Area,0,Tentacle,,,7,C5,inoc,25C,inoc-25C,14,0
84,Snap-908.czi,30.271,239.593,47,2020,47,65535,Symbiont Area,0.534,Tentacle,,,7,C5,inoc,25C,inoc-25C,14,0.5342200116
85,Snap-910.czi,311524.871,566.92,26,4095,0,65535,Tentacle Area,0,Body column,,,7,C6,inoc,25C,inoc-25C,14,0
86,Snap-910.czi,1602.011,907.125,505,3682,505,65535,Symbiont Area,0.514,Body column,,,7,C6,inoc,25C,inoc-25C,14,0.5142481866
87,Snap-916.czi,5754.612,967.931,457,2673,0,65535,Tentacle Area,0,Tentacle,,,7,C6,inoc,25C,inoc-25C,14,0
88,Snap-915.czi,2821.736,2688.813,1797,3968,1797,65535,Symbiont Area,49.034,Tentacle,,,7,C6,inoc,25C,inoc-25C,14,49.03433976
89,Snap-919.czi,36704.842,512.389,111,1274,0,65535,Tentacle Area,0,Tentacle,,,7,C6,inoc,25C,inoc-25C,14,0
90,Snap-912.czi,13053.719,1637.741,1002,3907,1002,65535,Symbiont Area,35.564,Tentacle,,,7,C6,inoc,25C,inoc-25C,14,35.5640245
91,Snap-918.czi,27359.165,635.337,268,1609,0,65535,Tentacle Area,0,Tentacle,,,7,C6,inoc,25C,inoc-25C,14,0
92,Snap-913.czi,9265.241,1533.412,965,3671,965,65535,Symbiont Area,33.865,Tentacle,,,7,C6,inoc,25C,inoc-25C,14,33.86521847
93,Snap-917.czi,11395.274,874.037,276,2220,0,65535,Tentacle Area,0,Tentacle,,,7,C6,inoc,25C,inoc-25C,14,0
94,Snap-914.czi,4243.632,2123.053,1391,3959,1391,65535,Symbiont Area,37.24,Tentacle,,,7,C6,inoc,25C,inoc-25C,14,37.24028049
95,Snap-921.czi,6909.686,467.549,226,2694,0,65535,Tentacle Area,0,Pedal disc,,,7,D1,inoc,25C,inoc-25C,14,0
96,Snap-920.czi,1233.347,958.058,572,3201,572,65535,Symbiont Area,17.85,Pedal disc,,,7,D1,inoc,25C,inoc-25C,14,17.84953759
97,Snap-925.czi,6714.002,578.988,252,2695,0,65535,Tentacle Area,0,Tentacle,,,7,D1,inoc,25C,inoc-25C,14,0
98,Snap-922.czi,2020.406,2417.423,1466,3966,1466,65535,Symbiont Area,30.092,Tentacle,,,7,D1,inoc,25C,inoc-25C,14,30.09242476
99,Snap-924.czi,5844.562,851.661,356,2789,0,65535,Tentacle Area,0,Tentacle,,,7,D1,inoc,25C,inoc-25C,14,0
100,Snap-923.czi,2144.952,2269.819,1400,3849,1400,65535,Symbiont Area,36.7,Tentacle,,,7,D1,inoc,25C,inoc-25C,14,36.69996143
101,Snap-927.czi,6187.711,520.402,275,910,0,65535,Tentacle Area,0,Body column,,,7,D2,inoc,25C,inoc-25C,14,0
102,Snap-926.czi,1641.364,1167.178,682,2502,682,65535,Symbiont Area,26.526,Body column,,,7,D2,inoc,25C,inoc-25C,14,26.52619038
103,Snap-930.czi,5584.227,509.808,284,1802,0,65535,Tentacle Area,0,Tentacle,,,7,D2,inoc,25C,inoc-25C,14,0
104,Snap-929.czi,2087.652,2377.19,1499,3873,1499,65535,Symbiont Area,37.385,Tentacle,,,7,D2,inoc,25C,inoc-25C,14,37.38479829
105,Snap-932.czi,4501.156,417.338,238,1590,0,65535,Tentacle Area,0,Tentacle,,,7,D3,inoc,25C,inoc-25C,14,0
106,Snap-931.czi,1863.643,2278.881,1482,3946,1482,65535,Symbiont Area,41.404,Tentacle,,,7,D3,inoc,25C,inoc-25C,14,41.40365275
107,Snap-934.czi,1474.871,632.57,372,1307,0,65535,Tentacle Area,0,Tentacle,,,7,D3,inoc,25C,inoc-25C,14,0
108,Snap-933.czi,632.458,2546.948,1686,3927,1686,65535,Symbiont Area,42.882,Tentacle,,,7,D3,inoc,25C,inoc-25C,14,42.88225886
109,Snap-936.czi,10706.597,365.192,199,2614,0,65535,Tentacle Area,0,Tentacle,,,7,D4,inoc,25C,inoc-25C,14,0
110,Snap-935.czi,2226.036,1196.505,729,3361,729,65535,Symbiont Area,20.791,Tentacle,,,7,D4,inoc,25C,inoc-25C,14,20.79125608
111,Snap-940.czi,8067.139,637.663,249,2256,0,65535,Tentacle Area,0,Tentacle,,,7,D4,inoc,25C,inoc-25C,14,0
112,Snap-937.czi,3130.938,2590.188,1500,3985,1500,65535,Symbiont Area,38.811,Tentacle,,,7,D4,inoc,25C,inoc-25C,14,38.81100846
113,Snap-939.czi,7500.197,684.984,250,2839,0,65535,Tentacle Area,0,Tentacle,,,7,D4,inoc,25C,inoc-25C,14,0
114,Snap-938.czi,3489.655,2298.039,1404,3910,1404,65535,Symbiont Area,46.528,Tentacle,,,7,D4,inoc,25C,inoc-25C,14,46.52751121
115,Snap-942.czi,10568.429,593.03,355,1929,0,65535,Tentacle Area,0,Pedal disc,,,7,D5,inoc,25C,inoc-25C,14,0
116,Snap-941.czi,2265.173,1210.794,749,2639,749,65535,Symbiont Area,21.433,Pedal disc,,,7,D5,inoc,25C,inoc-25C,14,21.43339374
117,Snap-944.czi,31532.524,1005.76,360,3526,0,65535,Tentacle Area,0,Tentacle,,,7,D5,inoc,25C,inoc-25C,14,0
118,Snap-943.czi,10644.973,2210.532,1283,3920,1283,65535,Symbiont Area,33.759,Tentacle,,,7,D5,inoc,25C,inoc-25C,14,33.75870894
1,Snap-948.czi,5771.261,638.748,352,3148,0,65535,Tentacle Area,0,Pedal disc,Checked and redone!,,10,A1,inoc,32C,inoc-32C,14,0
2,Snap-947.czi,1171.507,1668.496,1018,3430,1018,65535,Symbiont Area,20.299,Pedal disc,Checked and redone!,,10,A1,inoc,32C,inoc-32C,14,20.29897799
3,Snap-950.czi,3867.4,460.968,323,1586,0,65535,Tentacle Area,0,Pedal disc,Checked and redone!,,10,A3,inoc,32C,inoc-32C,14,0
4,Snap-949.czi,760.031,531.478,313,2616,313,65535,Symbiont Area,19.652,Pedal disc,Checked and redone!,,10,A3,inoc,32C,inoc-32C,14,19.65224699
5,Snap-952.czi,2274.471,615.405,355,1686,0,65535,Tentacle Area,0,Tentacle,,,10,A3,inoc,32C,inoc-32C,14,0
6,Snap-951.czi,219.685,2698.141,1455,3928,1455,65535,Symbiont Area,9.659,Tentacle,,,10,A3,inoc,32C,inoc-32C,14,9.658729436
7,Snap-954.czi,4816.844,415.677,258,997,0,65535,Tentacle Area,0,Pedal disc,,,10,A4,inoc,32C,inoc-32C,14,0
8,Snap-953.czi,50.813,67.323,47,1696,47,65535,Symbiont Area,1.055,Pedal disc,,,10,A4,inoc,32C,inoc-32C,14,1.054902339
9,Snap-956.czi,3033.421,667.611,355,2010,0,65535,Tentacle Area,0,Tentacle,,,10,A4,inoc,32C,inoc-32C,14,0
10,Snap-955.czi,27.677,2966.914,1541,3977,1522,65535,Symbiont Area,0.912,Tentacle,,,10,A4,inoc,32C,inoc-32C,14,0.912402202
11,Snap-958.czi,19652.474,2008.278,680,3410,0,65535,Tentacle Area,0,Pedal disc,,,10,A5,inoc,32C,inoc-32C,14,0
12,Snap-957.czi,112.005,266.178,63,4000,63,65535,Symbiont Area,0.57,Pedal disc,,,10,A5,inoc,32C,inoc-32C,14,0.5699282441
13,Snap-960.czi,5846.292,500.145,294,1282,0,65535,Tentacle Area,0,Body column,,,10,B1,inoc,32C,inoc-32C,14,0
14,Snap-959.czi,146.601,2263.316,1184,3916,1184,65535,Symbiont Area,2.508,Body column,,,10,B1,inoc,32C,inoc-32C,14,2.507589426
15,Snap-962.czi,1762.234,561.603,335,1509,0,65535,Tentacle Area,0,Tentacle,,,10,B1,inoc,32C,inoc-32C,14,0
16,Snap-961.czi,112.221,2900.52,1592,3934,1592,65535,Symbiont Area,6.368,Tentacle,,,10,B1,inoc,32C,inoc-32C,14,6.368110024
17,Snap-964.czi,5728.233,477.377,235,3402,0,65535,Tentacle Area,0,Body column,,,10,D4,inoc,32C,inoc-32C,14,0
18,Snap-963.czi,3.243,215.333,47,1664,47,65535,Symbiont Area,0.057,Body column,,,10,D4,inoc,32C,inoc-32C,14,0.05661431719
19,Snap-966.czi,6252.362,707.172,360,1888,0,65535,Tentacle Area,0,Tentacle,,,10,D4,inoc,32C,inoc-32C,14,0
20,Snap-965.czi,188.981,123.453,47,3957,47,65535,Symbiont Area,3.023,Tentacle,,,10,D4,inoc,32C,inoc-32C,14,3.022553716
21,Snap-968.czi,10930.606,628.03,259,2800,0,65535,Tentacle Area,0,Pedal disc,"I don't think these are alive, but they have algae",,10,C2,inoc,32C,inoc-32C,14,0
22,Snap-967.czi,81.084,2318.779,1199,3982,1196,65535,Symbiont Area,0.742,Pedal disc,"I don't think these are alive, but they have algae",,10,C2,inoc,32C,inoc-32C,14,0.7418069959
23,Snap-970.czi,20113.898,1851.126,848,3623,0,65535,Tentacle Area,0,Pedal disc,"I don't think these are alive, but they have algae",,10,C5,inoc,32C,inoc-32C,14,0
24,Snap-969.czi,891.279,2384.962,1238,4027,1238,65535,Symbiont Area,4.431,Pedal disc,"I don't think these are alive, but they have algae",,10,C5,inoc,32C,inoc-32C,14,4.431159987
1,Snap-972.czi,4601.484,483.59,319,1703,0,65535,Tentacle Area,0,Pedal disc,,,11,B1,inoc,32C,inoc-32C,14,0
